Iteration	Posterior	Likelihood	Prior	mu	sigma
5496	-29.7122	-24.1052	-5.60694	16.0001	2.6112
5497	-30.2218	-24.1409	-6.08098	15.8418	3.08525
5498	-29.473	-23.9547	-5.51836	15.8418	2.52263
5499	-29.473	-23.9547	-5.51836	15.8418	2.52263
5500	-29.1281	-23.8401	-5.28795	15.5025	2.29222
5501	-29.0275	-23.7395	-5.28795	15.1419	2.29222
5502	-29.447	-24.4657	-4.98124	14.9207	1.98551
5503	-29.8004	-24.8191	-4.98124	14.5894	1.98551
5504	-29.8632	-24.8819	-4.98124	14.5486	1.98551
5505	-29.3874	-23.9813	-5.40609	14.5486	2.41035
5506	-29.1921	-23.786	-5.40609	14.7679	2.41035
5507	-29.2971	-23.7291	-5.56796	14.7679	2.57223
5508	-29.2029	-23.635	-5.56796	14.9714	2.57223
5509	-29.1311	-23.9725	-5.15862	14.9714	2.16289
5510	-29.1632	-24.0046	-5.15862	15.4434	2.16289
5511	-30.8893	-26.2229	-4.66639	15.4434	1.67066
5512	-33.6228	-29.2212	-4.40163	15.1901	1.4059
5513	-33.7261	-29.3311	-4.39505	15.1901	1.39932
5514	-34.0601	-29.6651	-4.39505	14.8136	1.39932
5515	-29.0342	-23.7355	-5.29876	15.0802	2.30303
5516	-29.119	-23.8202	-5.29876	15.4903	2.30303
5517	-29.0261	-23.7274	-5.29876	15.1979	2.30303
5518	-29.1078	-23.809	-5.29876	14.8805	2.30303
5519	-29.1077	-23.7662	-5.3415	14.8805	2.34577
5520	-29.0292	-23.6877	-5.3415	15.1486	2.34577
5521	-29.2623	-24.2324	-5.02986	15.1486	2.03413
5522	-29.2623	-24.2324	-5.02986	15.1486	2.03413
5523	-29.4855	-24.4556	-5.02986	14.745	2.03413
5524	-29.504	-24.547	-4.95699	14.9287	1.96126
5525	-29.8916	-24.9346	-4.95699	14.5763	1.96126
5526	-29.5723	-23.8758	-5.69654	14.5763	2.70081
5527	-30.14	-25.2537	-4.88634	14.5763	1.89061
5528	-29.1649	-23.8737	-5.29125	14.7931	2.29551
5529	-29.1649	-23.8737	-5.29125	14.7931	2.29551
5530	-30.0149	-24.0457	-5.96915	14.5206	2.97342
5531	-29.3989	-24.2682	-5.13076	14.6655	2.13502
5532	-29.2151	-24.0843	-5.13076	15.4798	2.13502
5533	-29.1447	-24.014	-5.13076	15.3441	2.13502
5534	-29.4797	-23.691	-5.78871	15.3441	2.79297
5535	-29.1093	-23.6395	-5.46974	15.3441	2.47401
5536	-29.2428	-23.7731	-5.46974	15.6136	2.47401
5537	-29.8206	-24.201	-5.61953	16.0787	2.6238
5538	-30.0218	-24.2025	-5.81935	16.0787	2.82362
5539	-29.6417	-23.8223	-5.81935	15.6333	2.82362
5540	-29.6417	-23.8223	-5.81935	15.6333	2.82362
5541	-29.9169	-24.1438	-5.77313	16.0357	2.7774
5542	-29.9169	-24.1438	-5.77313	16.0357	2.7774
5543	-31.6365	-24.9418	-6.69466	16.0357	3.69893
5544	-31.7618	-25.0685	-6.69324	16.2202	3.69751
5545	-31.5554	-24.8622	-6.69324	15.9015	3.69751
5546	-33.096	-25.7175	-7.3785	15.571	4.38276
5547	-30.3851	-24.1495	-6.23556	15.571	3.23983
5548	-30.3467	-24.1112	-6.23556	14.9004	3.23983
5549	-30.0993	-23.9829	-6.11643	14.9004	3.1207
5550	-30.118	-24.0016	-6.11643	14.8407	3.1207
5551	-30.2815	-24.1651	-6.11643	14.5194	3.1207
5552	-29.5029	-23.9273	-5.57561	14.5194	2.57988
5553	-29.7652	-24.1896	-5.57561	14.2925	2.57988
5554	-29.4627	-23.8871	-5.57561	14.5615	2.57988
5555	-29.2322	-23.6566	-5.57561	15.4407	2.57988
5556	-29.4722	-23.8966	-5.57561	15.7999	2.57988
5557	-29.5286	-23.8915	-5.63715	15.7999	2.64142
5558	-29.3406	-23.7035	-5.63715	15.5326	2.64142
5559	-29.5758	-24.5571	-5.01864	15.6649	2.02291
5560	-29.8225	-24.8039	-5.01864	15.84	2.02291
5561	-29.4294	-24.0865	-5.34287	15.84	2.34714
5562	-29.3126	-23.9697	-5.34287	15.7348	2.34714
5563	-29.3126	-23.9697	-5.34287	15.7348	2.34714
5564	-30.5524	-24.2723	-6.28014	15.7348	3.2844
5565	-30.5524	-24.2723	-6.28014	15.7348	3.2844
5566	-30.7421	-24.4619	-6.28014	16.0252	3.2844
5567	-30.7421	-24.4619	-6.28014	16.0252	3.2844
5568	-30.5117	-24.2316	-6.28014	15.6498	3.2844
5569	-29.5601	-24.5424	-5.01772	15.6498	2.02199
5570	-29.255	-24.0047	-5.25023	15.6498	2.2545
5571	-30.4985	-24.3422	-6.15626	16.0188	3.16053
5572	-30.2654	-24.2407	-6.02477	16.0188	3.02904
5573	-30.2471	-24.2223	-6.02477	15.9986	3.02904
5574	-29.8716	-24.056	-5.81559	15.9399	2.81986
5575	-29.6719	-24.0303	-5.64155	15.9399	2.64581
5576	-29.6763	-24.0348	-5.64155	15.9439	2.64581
5577	-30.0038	-24.9929	-5.01091	15.9322	2.01518
5578	-30.4491	-25.5549	-4.89413	15.9527	1.8984
5579	-29.7764	-24.6459	-5.13049	15.9527	2.13476
5580	-30.2287	-25.0983	-5.13049	16.1836	2.13476
5581	-30.7327	-24.5309	-6.20178	16.1836	3.20605
5582	-30.1111	-24.324	-5.78711	16.1836	2.79138
5583	-30.9858	-24.5755	-6.41022	15.9943	3.41449
5584	-31.2485	-24.8383	-6.41022	16.3083	3.41449
5585	-30.3692	-24.501	-5.86825	16.3083	2.87251
5586	-30.132	-24.6199	-5.5121	16.3083	2.51637
5587	-30.6617	-25.5008	-5.1609	16.3916	2.16517
5588	-30.4018	-25.2409	-5.1609	16.2869	2.16517
5589	-30.4018	-25.2409	-5.1609	16.2869	2.16517
5590	-30.9685	-24.6946	-6.27392	16.2869	3.27818
5591	-30.1254	-24.7463	-5.37909	16.2869	2.38335
5592	-30.1254	-24.7463	-5.37909	16.2869	2.38335
5593	-30.1141	-24.735	-5.37909	16.2811	2.38335
5594	-29.9806	-24.2159	-5.76468	16.099	2.76894
5595	-30.1244	-24.05	-6.07441	15.7068	3.07867
5596	-29.3157	-23.8476	-5.46813	15.7068	2.47239
5597	-29.4569	-23.9888	-5.46813	15.8499	2.47239
5598	-30.822	-24.4449	-6.37707	15.8499	3.38134
5599	-31.0554	-24.5711	-6.48429	15.8499	3.48856
5600	-33.1203	-25.7636	-7.35668	15.8499	4.36095
5601	-32.1009	-25.1242	-6.97671	15.5582	3.98098
5602	-32.0765	-25.0998	-6.97671	14.9133	3.98098
5603	-29.2322	-23.6104	-5.62178	15.2188	2.62605
5604	-30.0133	-23.9206	-6.0927	15.2188	3.09697
5605	-29.2822	-24.2629	-5.01937	15.1557	2.02364
5606	-29.2943	-24.2749	-5.01937	15.2769	2.02364
5607	-30.2821	-24.0621	-6.21994	15.2769	3.22421
5608	-30.2821	-24.0621	-6.21994	15.2769	3.22421
5609	-29.0828	-23.6282	-5.4546	15.0842	2.45887
5610	-29.364	-23.6421	-5.72191	15.1153	2.72618
5611	-29.6227	-23.7378	-5.88489	15.1153	2.88916
5612	-29.6328	-23.7479	-5.88489	15.0324	2.88916
5613	-29.1006	-23.6341	-5.46642	15.0324	2.47069
5614	-29.4595	-23.6806	-5.77887	15.0324	2.78314
5615	-29.088	-23.9255	-5.16246	15.1088	2.16673
5616	-29.056	-23.6433	-5.41272	15.1088	2.41698
5617	-29.6308	-23.7436	-5.88725	15.0735	2.89152
5618	-29.1844	-23.6115	-5.57294	15.0735	2.57721
5619	-29.1605	-24.0671	-5.09335	15.2145	2.09762
5620	-29.5577	-24.6463	-4.91135	15.2145	1.91561
5621	-29.5577	-24.6463	-4.91135	15.2145	1.91561
5622	-29.6538	-24.7424	-4.91135	14.9072	1.91561
5623	-30.2419	-25.4712	-4.77072	14.9072	1.77499
5624	-29.104	-23.7173	-5.38671	14.9072	2.39098
5625	-29.7669	-23.963	-5.80389	14.5093	2.80816
5626	-29.9454	-24.1415	-5.80389	14.3239	2.80816
5627	-31.9605	-25.1221	-6.83844	14.3239	3.8427
5628	-30.4332	-24.3166	-6.11661	14.3239	3.12088
5629	-29.7254	-24.1481	-5.57728	14.3239	2.58155
5630	-29.7254	-24.1481	-5.57728	14.3239	2.58155
5631	-30.6175	-25.7233	-4.89418	14.3239	1.89845
5632	-29.619	-24.4176	-5.20131	14.4351	2.20558
5633	-30.1361	-24.7987	-5.33741	14.0732	2.34168
5634	-30.1361	-24.7987	-5.33741	14.0732	2.34168
5635	-33.6534	-28.8414	-4.81205	13.6082	1.81632
5636	-31.1383	-25.1952	-5.94311	13.6082	2.94737
5637	-30.5685	-24.6254	-5.94311	13.9645	2.94737
5638	-32.508	-25.5527	-6.95526	13.9157	3.95952
5639	-32.2441	-25.4353	-6.80887	13.8531	3.81314
5640	-32.3228	-25.5139	-6.80887	13.7693	3.81314
5641	-32.1026	-25.2938	-6.80887	14.0191	3.81314
5642	-30.405	-24.5075	-5.89757	14.0424	2.90184
5643	-30.2276	-24.3301	-5.89757	14.183	2.90184
5644	-31.0615	-26.1844	-4.87715	14.183	1.88141
5645	-29.6179	-24.4618	-5.15611	14.4728	2.16038
5646	-29.3592	-24.2031	-5.15611	14.6731	2.16038
5647	-29.1257	-23.9696	-5.15611	15.3613	2.16038
5648	-29.1146	-23.816	-5.29861	14.8685	2.30288
5649	-29.0257	-23.7271	-5.29861	15.1669	2.30288
5650	-29.997	-23.9558	-6.04118	15.5775	3.04545
5651	-29.9103	-23.8691	-6.04118	15.2004	3.04545
5652	-29.9892	-23.948	-6.04118	14.7922	3.04545
5653	-29.6535	-24.3989	-5.25456	14.3795	2.25882
5654	-29.382	-24.1274	-5.25456	14.5784	2.25882
5655	-29.1098	-23.8552	-5.25456	14.8948	2.25882
5656	-29.173	-23.6714	-5.50155	14.8948	2.50582
5657	-29.1333	-23.6924	-5.44095	14.8948	2.44522
5658	-29.104	-23.8295	-5.27452	14.8948	2.27879
5659	-29.8592	-23.8671	-5.99202	14.8948	2.99629
5660	-29.9569	-23.9649	-5.99202	14.6712	2.99629
5661	-29.8771	-23.8851	-5.99202	14.8424	2.99629
5662	-31.1442	-24.5606	-6.58354	14.8424	3.58781
5663	-29.6425	-23.7843	-5.85818	14.8424	2.86245
5664	-29.6232	-23.7768	-5.8464	14.8424	2.85067
5665	-30.1802	-24.0327	-6.14744	14.8424	3.1517
5666	-29.1678	-23.964	-5.20384	14.8424	2.2081
5667	-29.8366	-23.8378	-5.99878	15.2995	3.00305
5668	-29.3043	-23.6897	-5.61461	15.5107	2.61887
5669	-29.6613	-24.0467	-5.61461	15.9515	2.61887
5670	-29.2661	-23.9708	-5.29528	15.6797	2.29955
5671	-29.7881	-24.4929	-5.29528	16.0735	2.29955
5672	-29.7906	-23.906	-5.88453	15.7094	2.8888
5673	-29.357	-24.166	-5.19095	15.7089	2.19522
5674	-29.9274	-24.2612	-5.66625	16.1322	2.67052
5675	-29.6796	-24.0133	-5.66625	15.925	2.67052
5676	-29.9081	-24.2419	-5.66625	16.1177	2.67052
5677	-29.9081	-24.2419	-5.66625	16.1177	2.67052
5678	-30.038	-24.2428	-5.79529	16.1177	2.79955
5679	-30.4844	-24.6891	-5.79529	16.4354	2.79955
5680	-29.7909	-24.2047	-5.58613	16.0732	2.5904
5681	-29.7928	-24.2067	-5.58613	16.0746	2.5904
5682	-29.5561	-23.9699	-5.58613	15.876	2.5904
5683	-30.1036	-24.5175	-5.58613	16.2826	2.5904
5684	-29.5926	-24.0064	-5.58613	15.9101	2.5904
5685	-30.2053	-24.6192	-5.58613	16.3426	2.5904
5686	-29.5314	-23.9453	-5.58613	15.8519	2.5904
5687	-29.5314	-23.9453	-5.58613	15.8519	2.5904
5688	-29.8229	-24.2367	-5.58613	16.0968	2.5904
5689	-30.3431	-24.757	-5.58613	16.4193	2.5904
5690	-30.472	-24.6617	-5.81029	16.4193	2.81455
5691	-30.8278	-24.729	-6.09882	16.4193	3.10309
5692	-30.5951	-24.668	-5.92701	16.4193	2.93128
5693	-30.3945	-25.0087	-5.3858	16.4193	2.39007
5694	-30.1927	-24.5195	-5.6732	16.3102	2.67746
5695	-30.2056	-24.8727	-5.33288	16.3102	2.33715
5696	-29.4981	-24.1652	-5.33288	15.8928	2.33715
5697	-29.382	-24.0491	-5.33288	15.7981	2.33715
5698	-29.382	-24.0491	-5.33288	15.7981	2.33715
5699	-29.5153	-24.3679	-5.14739	15.7981	2.15166
5700	-29.5153	-24.3679	-5.14739	15.7981	2.15166
5701	-29.7196	-24.5722	-5.14739	15.935	2.15166
5702	-29.7745	-24.6602	-5.11433	15.935	2.1186
5703	-29.1398	-24.0255	-5.11433	15.0922	2.1186
5704	-29.407	-23.657	-5.74993	15.0922	2.7542
5705	-31.1619	-24.5685	-6.5934	15.4873	3.59767
5706	-31.168	-24.5746	-6.5934	14.8395	3.59767
5707	-30.2027	-24.0447	-6.15798	14.8395	3.16225
5708	-30.1525	-23.9945	-6.15798	15.2877	3.16225
5709	-30.1586	-24.0006	-6.15798	15.3329	3.16225
5710	-30.1672	-24.0093	-6.15798	15.3808	3.16225
5711	-30.1464	-23.9884	-6.15798	15.1546	3.16225
5712	-30.3314	-24.1734	-6.15798	15.7842	3.16225
5713	-29.364	-24.0071	-5.35691	15.7842	2.36118
5714	-29.1319	-23.775	-5.35691	15.5097	2.36118
5715	-31.2742	-24.6355	-6.63876	15.5097	3.64302
5716	-29.1485	-23.9098	-5.23874	15.5097	2.24301
5717	-29.1537	-23.915	-5.23874	15.5175	2.24301
5718	-29.2179	-23.9792	-5.23874	15.6016	2.24301
5719	-29.1734	-23.9347	-5.23874	15.5454	2.24301
5720	-29.1734	-23.9347	-5.23874	15.5453	2.24301
5721	-29.1458	-23.907	-5.23874	15.5056	2.24301
5722	-29.2884	-24.2662	-5.0222	15.0754	2.02647
5723	-29.2884	-24.2662	-5.0222	15.0754	2.02647
5724	-29.6614	-24.6392	-5.0222	14.6131	2.02647
5725	-29.5561	-24.0622	-5.49389	14.4245	2.49816
5726	-29.32	-23.8262	-5.49389	14.6564	2.49816
5727	-29.1147	-23.6208	-5.49389	15.0604	2.49816
5728	-29.6361	-23.8862	-5.7499	14.5801	2.75417
5729	-29.711	-23.9611	-5.7499	14.4913	2.75417
5730	-29.4076	-23.6577	-5.7499	15.0866	2.75417
5731	-29.5503	-23.8004	-5.7499	14.7017	2.75417
5732	-33.0807	-25.6922	-7.38848	15.1382	4.39275
5733	-33.0907	-25.7022	-7.38848	14.9754	4.39275
5734	-29.3263	-23.6301	-5.69621	15.205	2.70047
5735	-29.4055	-24.4265	-4.97901	15.3432	1.98328
5736	-29.5087	-23.7014	-5.80729	15.3432	2.81156
5737	-30.1267	-23.9849	-6.14175	15.3432	3.14602
5738	-30.1126	-23.9708	-6.14175	15.1646	3.14602
5739	-29.3508	-24.3112	-5.03951	14.8763	2.04378
5740	-29.5295	-24.49	-5.03951	14.6869	2.04378
5741	-29.2517	-24.2122	-5.03951	15.0932	2.04378
5742	-29.2517	-24.2122	-5.03951	15.0932	2.04378
5743	-29.1396	-24.0253	-5.11437	15.0932	2.11863
5744	-29.1234	-23.6124	-5.51106	15.0932	2.51533
5745	-29.2783	-23.8582	-5.42009	14.6643	2.42436
5746	-29.7296	-23.8744	-5.85521	14.6643	2.85948
5747	-29.6523	-23.7971	-5.85521	14.8081	2.85948
5748	-29.5784	-23.7232	-5.85521	15.2949	2.85948
5749	-29.6107	-23.7555	-5.85521	14.9166	2.85948
5750	-29.3089	-24.3002	-5.00864	15.1105	2.01291
5751	-29.3097	-24.3011	-5.00864	15.2458	2.01291
5752	-30.3514	-24.136	-6.21535	14.7581	3.21962
5753	-29.4332	-23.7465	-5.68675	14.7581	2.69101
5754	-30.3323	-24.1261	-6.20617	14.7581	3.21044
5755	-30.2702	-24.0641	-6.20617	14.9602	3.21044
5756	-29.4032	-24.4135	-4.98974	14.9602	1.99401
5757	-29.4947	-24.5049	-4.98974	14.8304	1.99401
5758	-29.4947	-24.5049	-4.98974	14.8304	1.99401
5759	-29.1551	-23.7764	-5.37872	14.8111	2.38299
5760	-29.0601	-23.6814	-5.37872	15.0176	2.38299
5761	-29.0382	-23.6594	-5.37872	15.1798	2.38299
5762	-29.102	-23.7233	-5.37872	14.9063	2.38299
5763	-29.3486	-23.9699	-5.37872	14.5818	2.38299
5764	-29.3534	-23.943	-5.41042	14.5818	2.41469
5765	-29.0588	-23.6484	-5.41042	15.0804	2.41469
5766	-29.0394	-23.8038	-5.23559	15.149	2.23986
5767	-29.2464	-24.0108	-5.23559	14.7191	2.23986
5768	-29.5966	-24.361	-5.23559	14.4274	2.23986
5769	-29.2637	-24.0281	-5.23559	14.7005	2.23986
5770	-29.2637	-24.0281	-5.23559	14.7005	2.23986
5771	-29.2637	-24.0281	-5.23559	14.7005	2.23986
5772	-29.3686	-23.7723	-5.59629	14.7005	2.60055
5773	-29.281	-23.6847	-5.59629	14.848	2.60055
5774	-29.3296	-24.2669	-5.06272	14.848	2.06698
5775	-29.23	-24.1673	-5.06272	15.3245	2.06698
5776	-29.2667	-24.204	-5.06272	15.4071	2.06698
5777	-29.2667	-24.204	-5.06272	15.4071	2.06698
5778	-30.488	-25.6469	-4.84113	15.857	1.8454
5779	-30.488	-25.6469	-4.84113	15.857	1.8454
5780	-30.609	-25.7678	-4.84113	15.9149	1.8454
5781	-30.609	-25.7678	-4.84113	15.9149	1.8454
5782	-30.2345	-25.3058	-4.92872	15.9149	1.93299
5783	-29.9571	-25.0284	-4.92872	15.7581	1.93299
5784	-30.0785	-25.1498	-4.92872	15.8314	1.93299
5785	-29.2246	-23.8653	-5.35935	15.639	2.36362
5786	-29.074	-23.7146	-5.35935	15.3912	2.36362
5787	-29.5609	-23.7283	-5.83258	15.3912	2.83685
5788	-29.5491	-23.7165	-5.83258	15.3416	2.83685
5789	-29.2963	-23.6371	-5.65925	15.3416	2.66352
5790	-29.5921	-24.6921	-4.90008	15.1565	1.90435
5791	-29.3147	-24.1868	-5.12798	14.7511	2.13225
5792	-29.169	-24.0411	-5.12798	14.9571	2.13225
5793	-29.1935	-24.0655	-5.12798	15.4401	2.13225
5794	-29.7361	-24.6081	-5.12798	15.9261	2.13225
5795	-29.3177	-23.8357	-5.48197	15.7004	2.48624
5796	-29.5635	-24.0815	-5.48197	15.9367	2.48624
5797	-29.5797	-24.0977	-5.48197	15.9497	2.48624
5798	-29.7487	-23.9366	-5.81219	15.8054	2.81645
5799	-29.8324	-24.8386	-4.99381	15.8054	1.99808
5800	-30.4856	-25.4918	-4.99381	16.1338	1.99808
5801	-30.513	-24.4075	-6.10554	16.1338	3.10981
5802	-30.2578	-25.0736	-5.18427	16.2439	2.18853
5803	-30.5595	-25.3753	-5.18427	16.3716	2.18853
5804	-30.4139	-25.2296	-5.18427	16.3117	2.18853
5805	-30.4139	-25.2296	-5.18427	16.3117	2.18853
5806	-30.4139	-25.2296	-5.18427	16.3117	2.18853
5807	-30.7196	-25.4494	-5.27024	16.4982	2.2745
5808	-31.2251	-25.9549	-5.27024	16.683	2.2745
5809	-31.0909	-25.8207	-5.27024	16.6363	2.2745
5810	-31.0909	-25.8207	-5.27024	16.6363	2.2745
5811	-31.1792	-25.9089	-5.27024	16.6672	2.2745
5812	-31.7577	-26.4875	-5.27024	16.8559	2.2745
5813	-33.4191	-28.1488	-5.27024	17.3069	2.2745
5814	-33.5176	-28.2474	-5.27024	17.3307	2.2745
5815	-34.4045	-29.3603	-5.04415	17.2584	2.04842
5816	-33.6244	-28.5802	-5.04415	17.0948	2.04842
5817	-31.3829	-25.5298	-5.85305	16.898	2.85731
5818	-31.4665	-25.4757	-5.99086	16.898	2.99513
5819	-31.4665	-25.4757	-5.99086	16.898	2.99513
5820	-31.2478	-25.5514	-5.69635	16.8499	2.70062
5821	-30.4995	-24.8032	-5.69635	16.484	2.70062
5822	-30.4995	-24.8032	-5.69635	16.484	2.70062
5823	-30.2504	-24.554	-5.69635	16.3368	2.70062
5824	-30.2504	-24.554	-5.69635	16.3368	2.70062
5825	-30.5282	-24.422	-6.10615	16.148	3.11042
5826	-30.6711	-24.7048	-5.96633	16.4388	2.9706
5827	-30.9352	-24.7828	-6.1524	16.4388	3.15667
5828	-30.413	-24.9926	-5.42044	16.4388	2.42471
5829	-29.6622	-24.2417	-5.42044	16.0198	2.42471
5830	-30.4989	-25.0784	-5.42044	16.4781	2.42471
5831	-30.4775	-24.806	-5.67144	16.4781	2.67571
5832	-30.4554	-24.9243	-5.53109	16.4781	2.53536
5833	-30.4558	-24.8608	-5.59507	16.4781	2.59934
5834	-29.6252	-24.1488	-5.47638	15.9866	2.48064
5835	-29.278	-23.8017	-5.47638	15.6556	2.48064
5836	-29.239	-23.917	-5.32201	15.6556	2.32627
5837	-29.7325	-24.7782	-4.95423	15.6556	1.95849
5838	-29.897	-23.9665	-5.93045	15.7563	2.93472
5839	-29.897	-23.9665	-5.93045	15.7563	2.93472
5840	-29.7057	-23.7752	-5.93045	15.2632	2.93472
5841	-29.9304	-23.933	-5.99742	15.6104	3.00169
5842	-29.8297	-23.8322	-5.99742	15.2624	3.00169
5843	-29.1178	-23.6143	-5.50354	15.2624	2.50781
5844	-29.1178	-23.6143	-5.50354	15.2624	2.50781
5845	-29.3321	-23.8286	-5.50354	15.702	2.50781
5846	-29.6507	-24.6441	-5.00656	15.702	2.01083
5847	-29.4604	-24.4538	-5.00656	15.5266	2.01083
5848	-29.2459	-23.6982	-5.54776	15.5266	2.55203
5849	-29.8088	-24.0842	-5.72465	15.9882	2.72892
5850	-30.1741	-24.1875	-5.98662	15.9882	2.99088
5851	-29.808	-23.8214	-5.98662	15.2484	2.99088
5852	-29.8071	-23.8205	-5.98662	15.2369	2.99088
5853	-29.3115	-23.7092	-5.60227	14.8013	2.60654
5854	-29.5086	-24.5138	-4.99486	14.8013	1.99913
5855	-29.9129	-24.0362	-5.8767	14.4622	2.88097
5856	-29.6616	-24.7558	-4.90584	14.9213	1.91011
5857	-29.8238	-23.8879	-5.93589	14.7342	2.94016
5858	-30.085	-24.1491	-5.93589	14.3716	2.94016
5859	-30.7689	-24.3477	-6.42125	14.8489	3.42551
5860	-29.6437	-23.7832	-5.86053	14.8489	2.8648
5861	-30.5403	-24.2748	-6.26546	14.5818	3.26973
5862	-32.7299	-25.5214	-7.20848	14.5818	4.21275
5863	-32.7299	-25.5214	-7.20848	14.5818	4.21275
5864	-32.6465	-25.438	-7.20848	14.9378	4.21275
5865	-29.6293	-24.7169	-4.9124	14.9378	1.91667
5866	-30.0287	-25.238	-4.7907	15.1797	1.79497
5867	-30.0309	-25.2402	-4.7907	15.2139	1.79497
5868	-29.3848	-23.6475	-5.73736	15.2139	2.74162
5869	-29.3918	-23.6544	-5.73736	15.0667	2.74162
5870	-29.4087	-23.6713	-5.73736	15.3688	2.74162
5871	-29.4087	-23.6713	-5.73736	15.3688	2.74162
5872	-29.3093	-23.6661	-5.64327	14.9043	2.64754
5873	-29.0955	-23.7536	-5.34187	14.9043	2.34614
5874	-29.4985	-24.1424	-5.35604	14.4543	2.36031
5875	-30.0033	-24.6472	-5.35604	14.1351	2.36031
5876	-30.6666	-25.3106	-5.35604	13.8259	2.36031
5877	-30.5471	-25.1911	-5.35604	13.8761	2.36031
5878	-32.1535	-25.6768	-6.47668	13.3989	3.48095
5879	-32.6976	-25.9051	-6.79243	13.3989	3.7967
5880	-32.5343	-25.7419	-6.79243	13.5367	3.7967
5881	-32.3512	-25.5588	-6.79243	13.7066	3.7967
5882	-30.7955	-25.1638	-5.63178	13.7066	2.63605
5883	-31.0581	-25.4263	-5.63178	13.5872	2.63605
5884	-30.2436	-24.4767	-5.76688	14.0563	2.77115
5885	-30.4028	-24.2541	-6.14877	14.4351	3.15304
5886	-30.4028	-24.2541	-6.14877	14.4351	3.15304
5887	-29.5322	-24.2084	-5.32376	14.4351	2.32803
5888	-29.3712	-23.7423	-5.62896	14.748	2.63323
5889	-29.2453	-23.6163	-5.62896	15.0853	2.63323
5890	-29.285	-23.656	-5.62896	14.9241	2.63323
5891	-29.588	-24.388	-5.19999	14.4567	2.20426
5892	-29.2106	-24.0106	-5.19999	14.7882	2.20426
5893	-29.9068	-23.8884	-6.01846	14.9017	3.02273
5894	-30.0421	-24.0236	-6.01846	15.7432	3.02273
5895	-29.3552	-23.8738	-5.48146	15.7432	2.48573
5896	-29.2936	-23.6339	-5.65975	15.3269	2.66401
5897	-29.5281	-23.7067	-5.82147	15.3269	2.82574
5898	-29.5182	-23.6968	-5.82147	15.26	2.82574
5899	-30.1813	-24.0082	-6.17308	15.26	3.17734
5900	-30.1981	-24.025	-6.17308	15.3782	3.17734
5901	-29.4164	-23.7851	-5.63126	15.6676	2.63553
5902	-29.5218	-23.8906	-5.63126	15.7989	2.63553
5903	-29.532	-23.8906	-5.64138	15.7989	2.64565
5904	-29.418	-23.7766	-5.64138	15.654	2.64565
5905	-29.3251	-23.6837	-5.64138	15.49	2.64565
5906	-29.2271	-23.6795	-5.54764	15.49	2.5519
5907	-29.9289	-23.9057	-6.02323	15.49	3.0275
5908	-29.8779	-23.8546	-6.02323	15.103	3.0275
5909	-30.4079	-24.1287	-6.27919	15.103	3.28346
5910	-29.1929	-24.0776	-5.11526	15.4113	2.11952
5911	-29.3518	-23.7064	-5.64537	15.5358	2.64964
5912	-29.3719	-23.7266	-5.64537	15.5731	2.64964
5913	-29.3412	-23.6958	-5.64537	15.5144	2.64964
5914	-29.2405	-23.6916	-5.54894	15.5144	2.55321
5915	-29.5179	-23.969	-5.54894	15.8659	2.55321
5916	-30.1193	-24.5704	-5.54894	16.2983	2.55321
5917	-29.5589	-24.0099	-5.54894	15.9035	2.55321
5918	-29.4372	-23.8883	-5.54894	15.7849	2.55321
5919	-29.6878	-24.1389	-5.54894	16.011	2.55321
5920	-29.2972	-23.7482	-5.54894	15.6099	2.55321
5921	-29.7546	-24.8256	-4.929	15.6099	1.93327
5922	-29.6254	-24.6964	-4.929	15.479	1.93327
5923	-29.1627	-23.6908	-5.4719	15.479	2.47617
5924	-29.2174	-23.7455	-5.4719	15.5746	2.47617
5925	-29.5528	-24.0014	-5.55139	15.8966	2.55566
5926	-31.0778	-26.204	-4.87376	16.1679	1.87803
5927	-30.4391	-24.4984	-5.94065	16.2926	2.94492
5928	-30.0383	-24.0977	-5.94065	15.919	2.94492
5929	-29.9236	-24.8916	-5.03205	15.919	2.03631
5930	-29.9236	-24.8916	-5.03205	15.919	2.03631
5931	-31.3229	-26.4954	-4.82744	16.1654	1.83171
5932	-31.3229	-26.4954	-4.82744	16.1654	1.83171
5933	-29.9563	-24.6658	-5.29049	16.1654	2.29476
5934	-29.9932	-24.7393	-5.2539	16.1654	2.25817
5935	-29.9932	-24.7393	-5.2539	16.1654	2.25817
5936	-29.899	-24.5156	-5.3834	16.1654	2.38766
5937	-29.232	-23.8486	-5.3834	15.6438	2.38766
5938	-29.1144	-23.731	-5.3834	15.4672	2.38766
5939	-30.6424	-24.2733	-6.36904	15.4672	3.37331
5940	-30.7637	-24.3251	-6.43864	15.1431	3.44291
5941	-30.7667	-24.3281	-6.43864	15.2657	3.44291
5942	-30.7733	-24.3347	-6.43864	15.3299	3.44291
5943	-30.3698	-24.1104	-6.25942	15.0492	3.26369
5944	-30.3745	-24.1151	-6.25942	15.3371	3.26369
5945	-30.1741	-24.0148	-6.15926	15.4002	3.16353
5946	-32.8453	-25.5522	-7.29305	15.0607	4.29732
5947	-29.982	-23.9153	-6.06673	14.9734	3.071
5948	-29.9897	-23.923	-6.06673	14.9401	3.071
5949	-30.3434	-24.2766	-6.06673	14.3256	3.071
5950	-30.5334	-24.4666	-6.06673	14.1359	3.071
