"parameter" "ESS" "mean" "high_hpd" "low_hpd"
"t_n142" 2368.30341160678 6.23645875094717 6.9245655 5.7264248
"t_n143" 2431.04300188581 6.14745308381201 6.8023192 5.6412865
"t_n144" 9417.44260455999 4.15947291172713 5.8016705 2.3396938
"t_n145" 2652.75606382337 5.88036158423421 6.4432918 5.4120692
"t_n146" 11816.0565403858 5.12580244075885 5.7782105 4.3298873
"t_n147" 11030.6780384277 3.59764648492862 4.8010452 2.3333679
"t_n148" 10399.2240324684 2.58060823676462 3.9415565 1.568724
"t_n149" 2947.54103140502 5.76648167297372 6.3003751 5.298136
"t_n150" 7607.94319433653 4.73194054766402 5.7759773 3.267536
"t_n151" 3075.69440706003 5.67373426449086 6.2028629 5.2117504
"t_n152" 4302.01398120117 5.34497972595967 5.8328889 4.9185684
"t_n153" 7896.4487919427 4.91247657741237 5.5641165 4.2128832
"t_n154" 6056.57608647855 3.47845001224932 4.3132074 2.6248076
"t_n155" 5143.71441405607 2.76837327887895 3.6240984 2.0324054
"t_n156" 5916.24584227792 2.10288995936337 2.9542113 1.3430267
"t_n157" 6289.35427232306 1.9792266545803 2.8157502 1.2108442
"t_n158" 7061.6643570398 5.0173943104772 5.4610842 4.6471273
"t_n159" 7843.69931276975 3.11354749177268 4.2736433 1.6826294
"t_n160" 9368.308588412 4.68960817121271 5.0284015 4.3933715
"t_n161" 7587.92486076314 2.1295063825343 3.5457364 1.0097526
"t_n162" 11921.2218372741 4.51643905273596 4.7567527 4.2704549
"t_n163" 5644.07279042806 3.12932688122882 4.3973685 1.7461385
"t_n164" 5155.54181680635 2.21411464714183 3.7496745 1.0905259
"t_n165" 9524.69127167564 4.39976041758791 4.510615 4.1825176
"t_n166" 12142.7478997322 4.03235383025943 4.4028134 3.387302
"t_n167" 12839.0413972556 2.37045036292984 3.0002877 2.0231874
"t_n168" 7246.24994616128 1.2590626308594 2.0458114 0.8026259
"t_n169" 4712.77687235827 2.09984524073663 2.9129677 1.421296
"t_n170" 3742.24790083958 1.58279831283262 2.2872798 0.9613124
"t_n171" 3859.17885186689 1.22364839570024 1.9354431 0.6874861
"t_n172" 6137.96523260807 4.22419919490028 4.4027367 3.9872339
"t_n173" 10312.0665437788 3.97620911809899 4.3175056 3.3727941
"t_n174" 9972.03984530643 3.27741881611022 3.9440103 2.2980886
"t_n175" 7102.85343464173 1.71463416452419 2.575439 0.9263452
"t_n176" 3418.181295528 3.11216108883951 3.7728074 2.6271516
"t_n177" 5968.60694322705 2.26022945295261 3.1630456 1.6152767
"t_n178" 6915.628684561 1.49450547990667 2.4071608 0.711113
"t_n179" 2957.97930580733 2.89894653618688 3.4931101 2.4481622
"t_n180" 4453.94891465812 2.14881737499028 2.7175388 1.6565094
"t_n181" 6789.65634531199 1.83014002702072 2.4160179 1.1883551
"t_n182" 5716.44051099593 1.70317356037998 2.291331 1.0977889
"t_n183" 7774.24101173168 0.970195877679018 1.5926546 0.4633989
"t_n184" 2810.0341245986 2.69954982000444 3.171727 2.2097604
"t_n185" 2719.82353455595 2.43699227462919 2.9767919 1.9168254
"t_n186" 4574.22046001553 2.05519607698461 2.7183449 1.3659309
"t_n187" 5882.19201920804 0.411677235359147 0.9706819 0.1300242
"t_n188" 2932.38721831229 2.27049856472974 2.8455875 1.7670297
"t_n189" 11266.8251777678 0.986988838208988 1.3743368 0.670213
"t_n190" 4441.00163226326 1.88296874229765 2.5069975 1.2439906
"t_n191" 7045.31658720173 0.715226753863674 1.2202915 0.2871436
"t_n192" 3933.67469557258 2.1300546636798 2.6159543 1.7105855
"t_n193" 8234.61846882501 1.03051891245486 1.6317743 0.5759316
"t_n194" 5285.45453505432 0.351829341708794 0.9026059 0.0759131
"t_n195" 4558.70560875624 1.95342418932282 2.4334621 1.5291845
"t_n196" 4479.366439432 1.70470034159213 2.1247544 1.2790784
"t_n197" 5117.29131437445 1.47969575707461 1.8702465 1.0882247
"t_n198" 6224.91252502263 1.23085321488251 1.5579918 0.9152216
"t_n199" 7526.12548032708 0.989326354858063 1.3838285 0.5390056
"t_n200" 6451.24205650387 4.17243649865563 4.3623344 3.9287187
"t_n201" 8142.85300388827 3.90591654480862 4.2230732 3.507831
"t_n202" 8057.86058345129 2.66148899197267 3.5996189 1.6672176
"t_n203" 7330.74887426623 0.922737816915727 1.7309743 0.3831733
"t_n204" 7508.25805662657 3.60590965508027 3.9882787 3.1453042
"t_n205" 8363.53179731726 2.96510789793345 3.4238668 2.5083161
"t_n206" 7269.527873804 1.27830996413533 2.0423259 0.689772
"t_n207" 8053.83262560719 2.70006307774568 3.0602071 2.1806339
"t_n208" 9655.86336993711 2.09027153326482 2.5840908 1.6085372
"t_n209" 8717.19952943073 0.989813124731959 1.4519631 0.615316
"t_n210" 8046.0699122528 0.249958265363035 0.5623636 0.079934
"t_n211" 7231.9275177933 3.04450224343092 3.6275179 2.5324585
"t_n212" 6832.90999674272 2.39893983080384 3.0308354 1.7733429
"t_n213" 6233.09598169544 2.05616492849842 2.7551951 1.421698
"t_n214" 6774.23848914882 1.68782183662019 2.3836925 0.9698949
