"parameter" "ESS" "mean" "high_hpd" "low_hpd"
"t_n142" 2164.73619866398 6.12557199155047 6.8381825 5.6337548
"t_n143" 2052.47638132439 6.03324010125549 6.7022798 5.5491024
"t_n144" 1935.96058093442 4.39865168228432 6.1722048 1.9101226
"t_n145" 2055.19596769467 5.84063523159269 6.4427123 5.3753061
"t_n146" 10857.559867248 4.99518821491584 5.732825 4.2589253
"t_n147" 4116.70282401989 2.75326703289817 4.5231283 1.2350529
"t_n148" 2232.54877069738 1.62968699498361 3.0670373 0.3832822
"t_n149" 2114.480612593 5.59719000623854 6.1594802 5.1426567
"t_n150" 1850.40115075781 4.1253439407644 5.508296 2.2644281
"t_n151" 2117.52062498615 5.45847606779068 6.007321 5.0051563
"t_n152" 1997.63483134569 5.30084910786623 5.8220441 4.8815729
"t_n153" 3260.88237102052 4.88845083614244 5.5514046 4.1894253
"t_n154" 1430.06571503352 2.84906459854453 3.9052661 1.9970848
"t_n155" 1396.43266458255 2.48938919071163 3.4544039 1.6905933
"t_n156" 1881.77208847586 1.946340857969 2.8842284 1.0638012
"t_n157" 1458.94265943569 1.72288907275151 2.6263541 0.9199478
"t_n158" 2229.85021526595 5.09880924788067 5.5935643 4.7141528
"t_n159" 2225.80814318108 2.92722143044831 4.3894807 1.3097001
"t_n160" 3233.7173094096 4.80815207156825 5.2148536 4.4974175
"t_n161" 2006.1475726174 2.05050561406033 3.7351629 0.7825026
"t_n162" 6634.8374143768 4.56356124525304 4.8307692 4.3200784
"t_n163" 1978.73974865884 2.4148856530915 4.2358251 1.1068246
"t_n164" 1656.65887034213 1.61922689540581 3.0296787 0.5855992
"t_n165" 6172.27705692289 4.41858905706905 4.5144356 4.2071124
"t_n166" 5325.77796721704 4.06034028357313 4.435494 3.183126
"t_n167" 6922.14053449383 2.45046418481751 3.2630783 2.0547335
"t_n168" 3857.55243122575 1.41231997466807 2.4162933 0.7635289
"t_n169" 2025.99467536421 2.3959120702461 3.4220123 1.4251616
"t_n170" 1810.11401404283 1.67746589282818 2.6457339 0.8291472
"t_n171" 1642.82565720469 1.08769983101494 2.0050943 0.4198809
"t_n172" 3792.77805420826 4.26461776025221 4.4267607 4.0293679
"t_n173" 1315.78826890312 3.44455898252875 4.1802292 2.6788068
"t_n174" 1582.16046263035 2.90430059293373 3.8308091 1.7662757
"t_n175" 2044.46219148436 1.32525902016555 2.4277297 0.5038531
"t_n176" 1229.8545519256 3.10401526590745 3.9300946 2.4804035
"t_n177" 2085.16649475356 2.0741738853897 2.9558024 1.5499198
"t_n178" 2600.43333227136 1.70529560369979 2.6220163 0.9277627
"t_n179" 931.970591705769 2.79083228173435 3.4246924 2.2420856
"t_n180" 1490.83797245059 2.43262625978001 3.0677458 1.7066572
"t_n181" 2066.76852007859 2.11123260546636 2.89892 1.1038853
"t_n182" 1643.34644663637 1.63175960318316 2.408231 0.8746074
"t_n183" 1828.97136749625 1.10660032437087 1.9064142 0.4726437
"t_n184" 858.490936312459 2.64231186795734 3.2041093 2.1182495
"t_n185" 1014.67103749768 2.36937143577579 2.9360338 1.8364378
"t_n186" 2379.42043181396 1.75322779778901 2.4964835 0.9801548
"t_n187" 1716.72164155877 0.580457618237876 1.3703515 0.112142
"t_n188" 1282.31422560765 2.00614506906839 2.6305482 1.4838386
"t_n189" 4469.69067844419 1.05718762650408 1.5577607 0.6917645
"t_n190" 2026.36647795444 1.50931890972724 2.1716613 0.8844815
"t_n191" 2186.33556400947 0.611705099488917 1.2271276 0.1719585
"t_n192" 1258.91535837513 2.18893842044886 2.7776164 1.6436763
"t_n193" 1740.25814185221 1.08212966812955 1.9751338 0.3630847
"t_n194" 1408.20783887503 0.423006083756458 1.0766624 0.0771057
"t_n195" 1066.99541137949 1.78661019107827 2.3459187 1.3207963
