"parameter" "ESS" "mean" "high_hpd" "low_hpd"
"t_n142" 3281.02869311668 6.00234089340037 6.6082343 5.5639344
"t_n143" 3097.5088080465 5.90368241434365 6.4797893 5.472407
"t_n144" 6168.38042965268 3.12767264184768 5.1553466 1.5900458
"t_n145" 3073.29991682276 5.52741701744903 6.0037071 5.108004
"t_n146" 9000.73614817421 5.17778249376701 5.7305534 4.3920201
"t_n147" 7241.08210067236 1.82056433064274 2.8865071 0.9623896
"t_n148" 5551.91016056626 1.05375318721738 1.9470254 0.3898937
"t_n149" 3142.43775649055 5.34603036721849 5.8053832 4.9477225
"t_n150" 4716.07517024286 3.98705353868674 5.1487849 2.4547305
"t_n151" 3342.79950602203 5.28631163045386 5.7321715 4.8989134
"t_n152" 3546.90603276782 5.16524409730015 5.59451 4.7984101
"t_n153" 6752.94939646479 4.83437246017999 5.3714456 4.209708
"t_n154" 4391.83826622623 2.94538448909505 3.817539 2.2242014
"t_n155" 3688.14177182562 2.37484941866563 3.0786433 1.7084898
"t_n156" 3977.12206442966 1.85092981853786 2.6244872 1.143981
"t_n157" 4297.9832353517 1.90440181109938 2.6774372 1.1913778
"t_n158" 4061.7658989539 5.02613261332704 5.4431699 4.6810891
"t_n159" 8961.00777842066 3.80756651173824 4.5582754 2.5677937
"t_n160" 5745.45021921282 4.82360219630021 5.1937449 4.5292261
"t_n161" 5154.72184085536 1.83100204659186 3.1208862 0.8384227
"t_n162" 12712.8602549582 4.51275920756069 4.7331767 4.2899345
"t_n163" 4892.61391714408 3.01885079386145 4.2870111 1.7173259
"t_n164" 4357.22826657612 2.06269359847231 3.3800053 1.0335098
"t_n165" 12081.1323408862 4.42251235388034 4.515967 4.2226667
"t_n166" 11885.6622124233 4.14183558382868 4.4279113 3.6226298
"t_n167" 12090.9585885895 2.3771925872896 2.9437538 2.0580334
"t_n168" 6802.30199494985 1.33123346389089 2.0793434 0.8234307
"t_n169" 6064.98446055851 2.59068363438698 3.4447052 1.7477096
"t_n170" 4379.5466044176 1.76818626538526 2.5351335 1.0567057
"t_n171" 4302.20811348726 1.36824486232432 2.1219033 0.7362804
"t_n172" 8210.98517398819 4.27915871702128 4.430768 4.0583377
"t_n173" 6891.36290372817 3.90759308267874 4.2694195 3.4367695
"t_n174" 8536.04553087568 3.65132083053164 4.1735259 2.884355
"t_n175" 6071.24966221282 1.65931614454197 2.6643447 0.8384766
