"parameter" "ESS" "mean" "high_hpd" "low_hpd"
"t_n142" 3276.10980420541 6.01669790994945 6.5935427 5.5898824
"t_n143" 2963.39498488523 5.92782042004889 6.4685801 5.508281
"t_n144" 3102.35886233291 4.20632555279151 5.7965186 2.1733009
"t_n145" 2985.5007193756 5.77794254010333 6.2765033 5.3664259
"t_n146" 12334.0837396021 5.11291766115771 5.7545082 4.3025333
"t_n147" 6769.29886190575 2.95786287081273 4.4212668 1.7874657
"t_n148" 3467.91082342951 1.953569313927 3.177378 0.8397161
"t_n149" 2710.84949169057 5.59140827352925 6.0545885 5.1900231
"t_n150" 4631.52092995855 4.87272938799511 5.7438139 3.2550974
"t_n151" 2735.319270074 5.5250120058719 5.9834663 5.1255251
"t_n152" 3120.22220494155 5.28093248996722 5.7331911 4.9052072
"t_n153" 6429.3000632998 4.63774222584856 5.2368982 4.1104942
"t_n154" 2705.4633560108 2.91384800276096 3.7411704 2.2401651
"t_n155" 2380.3616429273 2.48931583086495 3.1798415 1.8260931
"t_n156" 2623.28823525743 1.85150543143714 2.5654863 1.1123807
"t_n157" 2501.62385180565 2.0602493838509 2.7805012 1.3200911
"t_n158" 3724.67532248046 5.10541679467807 5.527401 4.7471429
"t_n159" 5222.79640152178 4.05114743487028 4.6965067 2.7837476
"t_n160" 6497.07713830381 4.76405122442087 5.1103211 4.4634062
"t_n161" 2652.23627688174 1.60792803659241 2.8450419 0.7306366
"t_n162" 9532.43606868732 4.54105938546192 4.7831001 4.2922424
"t_n163" 2311.16505433437 2.75144878292873 4.122932 1.6553956
"t_n164" 2152.58045108653 2.31802925563024 3.6389666 1.2755946
"t_n165" 7527.29789096728 4.40240479975001 4.511474 4.1814216
"t_n166" 8538.2494003263 4.01593184745292 4.3894019 3.2911023
"t_n167" 7361.92457508433 2.36273156930726 2.9714624 2.0410269
"t_n168" 3546.28683340239 1.84726105740792 2.6108452 0.9913854
"t_n169" 3250.66067182977 2.41861402021554 3.2530233 1.6215556
"t_n170" 2793.38356675531 1.75057175786345 2.5561268 1.0465545
"t_n171" 2783.92806201489 1.18027367461808 1.9639282 0.5710549
"t_n172" 4910.29422648066 4.26647314891395 4.4285338 4.0290222
"t_n173" 2841.93179975355 3.70913835810788 4.1864316 3.0674253
"t_n174" 3197.949218785 3.11881617742348 3.771645 2.2105729
"t_n175" 2794.08802231786 1.87777880788845 2.7588318 1.0075337
"t_n176" 2301.89289861715 3.3850775491306 3.9733076 2.8105058
"t_n177" 2828.56270711583 2.30209158646186 3.2128847 1.6044889
"t_n178" 2667.65672411972 1.92279958648964 2.8542214 1.0685612
"t_n179" 1530.21212756725 3.0096204577579 3.5538179 2.5483892
"t_n180" 2151.28307604582 2.48774883652575 3.0604834 1.8595937
"t_n181" 2611.62767770227 1.99330429636131 2.6909128 1.1567278
"t_n182" 2806.16963602202 1.68712104377535 2.384675 1.0285102
"t_n183" 2603.18768729817 1.16860416768513 1.9034479 0.5666088
"t_n184" 1347.16029828127 2.79979050726626 3.303137 2.3683911
"t_n185" 1370.40452549468 2.50538927325704 3.0027002 2.0404073
"t_n186" 2536.12330247624 2.13897303990334 2.7385616 1.4125516
"t_n187" 1413.09496830014 0.487396716610188 1.1820057 0.1309306
"t_n188" 1448.37213394283 2.23597690946059 2.7593288 1.7363593
"t_n189" 3082.58035391033 1.11022285449142 1.6367794 0.7782309
"t_n190" 2187.3510614393 1.94976080097772 2.5064321 1.3803915
"t_n191" 2798.72538391747 0.948128420121104 1.5611366 0.3885332
"t_n192" 1999.73592379739 2.40783194089217 2.9053165 1.9600015
"t_n193" 1557.16460941726 0.92066838021221 1.6752883 0.3251986
"t_n194" 1191.91396022976 0.45716865916338 1.1904464 0.0964581
"t_n195" 2258.87298538075 1.99961822719849 2.4822187 1.5558786
"t_n196" 1949.36766033925 1.73463033872007 2.1992903 1.3305791
"t_n197" 1734.99552203968 1.54530844858063 1.9725694 1.1789647
"t_n198" 1636.43782525851 1.33742626747958 1.7375866 1.0220916
"t_n199" 1867.84999325191 1.2702103891506 1.6902157 0.9150672
"t_n200" 4606.97217654137 4.14178786025776 4.3324629 3.8954187
"t_n201" 4259.05782505433 3.73080530043331 4.0884731 3.3150365
"t_n202" 3400.41180751059 2.65320980779957 3.4636622 1.7391658
"t_n203" 2445.17088814154 1.25401624797511 2.1837938 0.5810704
"t_n204" 2290.11117707966 3.25295561236598 3.6866685 2.800724
"t_n205" 2096.88341644283 2.89878523448697 3.3539726 2.4228643
"t_n206" 2492.13093267509 1.51801809883895 2.3329996 0.8109657
"t_n207" 1855.91004724381 2.6111263143992 3.0384207 2.1038823
"t_n208" 1712.46768631886 2.28335958475085 2.7599664 1.7564355
"t_n209" 1493.09244145009 1.2513113842731 1.7931448 0.7809118
"t_n210" 1688.09660473845 0.969729143142048 1.4861927 0.516637
"t_n211" 2418.05840879497 2.821859023932 3.3168863 2.314553
"t_n212" 2551.67659566991 2.4014742722071 2.959814 1.7725992
"t_n213" 2542.75399866865 2.24756810789401 2.8347733 1.6041246
"t_n214" 2769.02648075455 1.46901984101994 2.2270098 0.8015441
"t_n215" 2169.91362235243 2.06366341531026 2.631524 1.4757927
"t_n216" 2431.32853526072 1.62666220699961 2.2681121 1.0156244
"t_n217" 2378.84929979862 1.61219918777846 2.2746886 0.9885451
"t_n218" 3438.19567952357 4.08132934266985 4.2865014 3.8271352
"t_n219" 3335.74830916081 2.74861135595245 3.5040402 2.0112242
"t_n220" 1625.91432181036 1.70541696764069 2.39612 1.0621075
"t_n221" 1544.75246991952 1.44508669151714 2.133872 0.8075176
"t_n222" 2637.6839350568 3.90979738038998 4.1489632 3.6286438
"t_n223" 1327.98435963596 2.76081708112883 3.3185004 2.2517072
"t_n224" 1140.48450425315 2.54625123878118 3.0785796 2.0608516
"t_n225" 1039.09566431018 2.35488681557136 2.8830246 1.8683755
"t_n226" 1442.57904602223 2.02623743367591 2.5883715 1.4401372
"t_n227" 1523.54597897106 1.88107546276318 2.4656835 1.2721379
"t_n228" 1149.64759382106 2.25326235910783 2.7921342 1.7552976
"t_n229" 1395.1269689824 1.63734949984445 2.1847009 1.1062765
"t_n230" 2241.18809648815 0.927619843625354 1.5112185 0.3670543
"t_n231" 1532.22733802262 1.12891952547636 1.7081004 0.6347619
"t_n232" 1394.30731445048 0.896960015126937 1.4771974 0.4537454
"t_n233" 2152.73281966201 3.72130125438587 3.9883122 3.4303947
"t_n234" 6924.06126565334 3.26289125658019 3.6319466 2.9827088
"t_n235" 5854.76859954193 2.90990296567968 3.2476672 2.6604959
"t_n236" 3144.11261169065 1.795301156008 2.6143322 0.9178976
"t_n237" 6629.41754182423 2.63345542124882 2.8910848 2.5041264
"t_n238" 9373.37259110089 2.26706098694517 2.7170048 1.6598682
"t_n239" 4476.09095812544 2.42204152095439 2.7678428 1.8944543
"t_n240" 3464.88849726954 1.82762931269929 2.4031986 1.0151356
"t_n241" 9154.48985883291 2.99763443454808 3.1153314 2.7887589
"t_n242" 4211.51367736957 1.68397013238153 2.3668353 1.0304377
"t_n243" 7085.29774432601 2.78489544881395 2.9898721 2.5211768
"t_n244" 4953.43910384903 2.28063815637465 2.6146075 2.0525464
"t_n245" 4160.76788260849 1.93966725853008 2.3749293 1.4157969
"t_n246" 3552.32467436226 1.54559194100328 2.0837302 0.9760593
"t_n247" 8171.86221365729 2.57880740073885 2.8687927 2.2441694
"t_n248" 8921.3001610427 2.41487524615855 2.752689 2.1041137
"t_n249" 9565.12019259357 2.14638405128048 2.4809 1.8909952
"t_n250" 1662.08934688687 3.53043268497306 3.8200658 3.2120628
"t_n251" 2415.83899966176 3.01147730691073 3.4350921 2.5848594
"t_n252" 3715.74326786012 2.25709406461863 2.8099384 1.638319
"t_n253" 3957.97829260501 1.68883733370924 2.397288 0.9542405
"t_n254" 3917.65726547392 1.80307822279318 2.4548419 1.1120991
"t_n255" 2540.44229957095 2.78935259495584 3.2693287 2.3073804
"t_n256" 2026.78231720508 2.38946331234376 2.8776297 1.9298719
"t_n257" 1636.75225313496 2.01552642298206 2.5092598 1.5681785
"t_n258" 1219.59657848121 1.61270346531304 2.1013014 1.1582054
"t_n259" 1025.28942774426 1.34453084937503 1.8233717 0.9174262
"t_n260" 938.815941441304 1.17645358223432 1.6521679 0.7782639
"t_n261" 953.169921928366 1.06475355534137 1.5631832 0.6393954
"t_n262" 1149.94949232643 0.969675493544803 1.4431564 0.5536975
"t_n263" 1182.19174725296 3.32998866019666 3.6520104 2.9805293
"t_n264" 2166.89183462003 2.73714921522138 3.2705072 2.0745489
"t_n265" 2116.69978975681 1.20721247501805 2.0107551 0.5748286
"t_n266" 1518.75757042981 0.596456700261097 1.2872944 0.1672036
"t_n267" 1812.93728899818 2.37604397837342 2.9899346 1.6917141
"t_n268" 2084.66534508193 2.1383948041831 2.8059709 1.4232525
"t_n269" 2481.0473034754 1.5717773442531 2.3387529 0.871528
"t_n270" 780.516084871789 2.86236159072829 3.2195148 2.5031395
"t_n271" 3007.12349420429 1.47385040669407 2.3612507 0.7426462
"t_n272" 776.265130446774 2.79528904488084 3.1561147 2.4398484
"t_n273" 3044.28474793572 2.14141436893506 2.7200258 1.415437
"t_n274" 3178.70121307711 1.60006228780623 2.3025219 0.9101213
"t_n275" 749.366751611868 2.39084193788678 2.7491476 2.0274894
"t_n276" 788.565198411912 2.18344201576579 2.5342588 1.8044526
"t_n277" 954.794903479077 1.91010180905505 2.2501345 1.5320561
"t_n278" 1072.21709427966 1.72792728563969 2.0585662 1.360556
"t_n279" 1153.66354845878 1.67582586134659 2.0001861 1.3123245
"t_n280" 1434.66155959606 1.46448036327426 1.7326302 1.127019
"t_n281" 2222.04403353895 0.852246196039109 1.306821 0.3387462
"mu" 6127.13009079159 0.097211734870285 0.1084344 0.0877167
"sigma2" 3918.07122583924 0.401524646602966 0.5080331 0.3153527
"lnL" 18000.9999999999 -135.654455252486 -114.144 -158.932
