Iteration	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	TL	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	norm_gamma_rates[1]	alpha	pinvar
600	-5374.8	-5381.36	6.56347	0.011836	0.0247662	0.0106574	0.0184796	0.0354638	0.0170433	1.00837	0.0116019	0.0291541	0.0807437	0.0123631	0.019839	0.0433552	0.0242476	0.00678219	0.0173891	0.00105851	0.0321236	0.0243853	0.00321052	0.0105315	0.0175747	0.0233861	1.48436	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.126043	5.78487	0.000868385
610	-5373.11	-5379.8	6.69505	0.011836	0.0210097	0.0106574	0.0184796	0.0343057	0.0170433	1.00837	0.00887897	0.0291541	0.0807437	0.0123631	0.019839	0.0433552	0.0209513	0.00678219	0.0173891	0.00105851	0.0321236	0.025177	0.00321052	0.00751604	0.0175747	0.0233861	1.4712	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.126043	5.78487	0.000868385
620	-5375.62	-5382.14	6.51449	0.011836	0.0210097	0.0106574	0.0272674	0.0343057	0.0170433	1.00837	0.00887897	0.0379346	0.0807437	0.0123631	0.019839	0.0433552	0.0209513	0.00678219	0.0173891	0.00105851	0.0321236	0.025177	0.00321052	0.00800308	0.0175747	0.0233861	1.48926	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.126043	5.78487	0.00104376
630	-5362.53	-5369.2	6.67092	0.011836	0.0210097	0.0106574	0.0272674	0.0343057	0.0170433	1.00837	0.00887897	0.0379346	0.0807437	0.0123631	0.019839	0.0433552	0.0209513	0.00678219	0.0173891	0.00105851	0.0309378	0.0173633	0.00205825	0.00599756	0.0140886	0.0233861	1.47362	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00104376
640	-5360.1	-5366.76	6.65938	0.008584	0.0210097	0.0106574	0.0272674	0.0343057	0.0243149	1.00837	0.00887897	0.0379346	0.0807437	0.0152822	0.019839	0.0433552	0.0173507	0.00678219	0.0173891	0.00128016	0.0309378	0.0173633	0.00205825	0.00599756	0.0152969	0.0197724	1.47477	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00104376
650	-5360.39	-5367.16	6.77253	0.008584	0.0210097	0.0106574	0.0323925	0.0343057	0.0243149	1.00837	0.00887897	0.0197368	0.0807437	0.0219483	0.0138205	0.0433552	0.0173507	0.0063103	0.0173891	0.00128016	0.0309378	0.0173633	0.00205825	0.00757958	0.0152969	0.0197724	1.46345	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00195033
660	-5355.41	-5362.18	6.76539	0.008584	0.0127786	0.0106574	0.0323925	0.0343057	0.0243149	1.00837	0.0103238	0.0197368	0.0807437	0.0219483	0.0194411	0.0509147	0.0173507	0.0063103	0.0119826	0.00128016	0.0309378	0.0173633	0.00205825	0.00757958	0.0152969	0.0194998	1.46417	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00195033
670	-5353.91	-5360.88	6.96868	0.008584	0.0127786	0.0106574	0.0199727	0.0343057	0.0243149	1.00837	0.0103238	0.0215175	0.0807437	0.0180464	0.0194411	0.0509147	0.0173507	0.00454075	0.0119826	0.00139699	0.0321432	0.0173633	0.00205825	0.00757958	0.00995595	0.0194998	1.44384	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00195033
680	-5341	-5344.64	3.63795	0.008584	0.0178746	0.0106574	0.0199727	0.0343057	0.0243149	1.33213	0.00872971	0.0215175	0.0807437	0.0180464	0.0194411	0.0509147	0.0175259	0.00420336	0.0191996	0.00139699	0.037221	0.0110368	0.00205825	0.00757958	0.00995595	0.0194998	1.77691	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
690	-5342.29	-5346.03	3.73778	0.008584	0.0178746	0.0126106	0.0199727	0.0343057	0.0243149	1.33213	0.00872971	0.0184319	0.0807437	0.0171866	0.021897	0.0509147	0.0175259	0.00296258	0.0191996	0.00149054	0.0240112	0.0149472	0.00205825	0.00757958	0.00995595	0.0194998	1.76693	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
700	-5341.53	-5345.2	3.66733	0.008584	0.0178746	0.01995	0.0199727	0.0343057	0.0243149	1.33213	0.00872971	0.0174815	0.0807437	0.015139	0.021897	0.0509147	0.0157511	0.00465142	0.0191996	0.00149054	0.0240112	0.0149472	0.00173331	0.00757958	0.0130701	0.0194998	1.77397	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
710	-5340.48	-5344.1	3.61822	0.0060504	0.0142538	0.01995	0.0199727	0.0343057	0.0243149	1.33213	0.00872971	0.0174815	0.0807437	0.015139	0.021897	0.0509147	0.0157511	0.00309625	0.0191996	0.00149054	0.0296453	0.0149472	0.00121842	0.00757958	0.020572	0.0194998	1.77889	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
720	-5341.19	-5344.6	3.41443	0.0060504	0.0142538	0.01995	0.0199727	0.0343057	0.0358177	1.33213	0.00872971	0.0174815	0.0807437	0.015139	0.021897	0.0509147	0.0157511	0.00309625	0.0191996	0.0016567	0.0296453	0.0149472	0.00121842	0.00757958	0.0322103	0.016571	1.79926	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
730	-5339.15	-5342.69	3.54258	0.00512308	0.0107751	0.01995	0.0199727	0.0343057	0.0358177	1.33213	0.00751581	0.0174815	0.0807437	0.015139	0.0150666	0.0509147	0.0157511	0.00449974	0.0191996	0.0016567	0.0326752	0.0101491	0.00121842	0.00757958	0.0322103	0.016571	1.78645	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
740	-5338.9	-5342.46	3.56034	0.0062576	0.010294	0.01995	0.0199727	0.0343057	0.0358177	1.33213	0.00751581	0.0174815	0.0807437	0.0124598	0.0165096	0.0509147	0.0157511	0.0054951	0.0191996	0.0016567	0.0326752	0.00796062	0.00121842	0.00757958	0.0322103	0.016571	1.78467	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
750	-5338.1	-5341.7	3.59733	0.0062576	0.010294	0.01995	0.0199727	0.0343057	0.032629	1.33213	0.00936576	0.0174815	0.0807437	0.0124598	0.0165096	0.0509147	0.0157511	0.0054951	0.0171722	0.0016567	0.0326752	0.0076275	0.00121842	0.00757958	0.0322103	0.016571	1.78097	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
760	-5337.61	-5341.07	3.45531	0.0062576	0.00682889	0.0281826	0.0199727	0.0343057	0.032629	1.33213	0.00936576	0.0270461	0.0807437	0.0124598	0.0165096	0.0509147	0.0156216	0.0054951	0.0171722	0.0016567	0.0326752	0.0076275	0.00121842	0.00757958	0.0322103	0.016571	1.79518	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
770	-5340.01	-5343.16	3.14584	0.0062576	0.0109385	0.0281826	0.025824	0.0343057	0.0499103	1.33213	0.00959251	0.0270461	0.0807437	0.0124598	0.0165096	0.0509147	0.0156216	0.00487692	0.0233183	0.0016567	0.0326752	0.0076275	0.00121842	0.00757958	0.0310085	0.0157233	1.82612	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
780	-5342.57	-5346.08	3.50645	0.0062576	0.0109385	0.0281826	0.025824	0.0238084	0.0499103	1.33213	0.00959251	0.0270461	0.0807437	0.0124598	0.0103915	0.0319409	0.0156216	0.00487692	0.0233183	0.0016567	0.0326752	0.0076275	0.00124057	0.00708514	0.0310085	0.0157233	1.79006	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
790	-5342.51	-5345.99	3.4797	0.00882679	0.0127075	0.0308515	0.025824	0.0238084	0.0499103	1.33213	0.00959251	0.0270461	0.0807437	0.0124598	0.0103915	0.0319409	0.0156216	0.00487692	0.0233183	0.00209859	0.0326752	0.0076275	0.0011854	0.00708514	0.0242392	0.0177744	1.79274	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
800	-5344.03	-5347.49	3.45804	0.00882679	0.0128648	0.0308515	0.025824	0.0238084	0.0499103	1.33213	0.00802382	0.0270461	0.0807437	0.0122601	0.0103915	0.0319409	0.0156216	0.00323628	0.0233183	0.00209859	0.0326752	0.0076275	0.000998099	0.00576289	0.0242392	0.0247011	1.7949	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
810	-5341.41	-5344.86	3.45519	0.00882679	0.0128648	0.0308515	0.025824	0.0238084	0.0499103	1.33213	0.00802382	0.0189441	0.0807437	0.0100752	0.0103915	0.0497395	0.0163768	0.00347137	0.0233183	0.00209859	0.0279471	0.0076275	0.000998099	0.00864811	0.0178653	0.0247011	1.79519	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
820	-5340.03	-5343.49	3.46323	0.00882679	0.0128648	0.0308515	0.025824	0.0238084	0.0499103	1.33213	0.00802382	0.0189441	0.0807437	0.0104938	0.00719573	0.0497395	0.0163768	0.00301047	0.0233183	0.00337712	0.0279471	0.00878262	0.000998099	0.00864811	0.0178653	0.0247011	1.79438	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.00637891
830	-5338.71	-5342.12	3.40675	0.00882679	0.0128648	0.0308515	0.025824	0.0313699	0.0499103	1.33213	0.00802382	0.0189441	0.0807437	0.0104938	0.00719573	0.0497395	0.0163768	0.00301047	0.0233183	0.00370865	0.0279471	0.00653741	0.000998099	0.00864811	0.0178653	0.0247011	1.80003	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.333639	0.192718	0.225367	0.248276	0.079716	3.65864	0.0015745
840	-5337.07	-5340.48	3.40965	0.00882679	0.0128648	0.0308515	0.025824	0.0346004	0.0499103	1.33213	0.00802382	0.0189441	0.0807437	0.0104938	0.00719573	0.0497395	0.0163768	0.00442532	0.0233183	0.00370865	0.0253664	0.00418314	0.000998099	0.00864811	0.0178653	0.0247011	1.79974	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.0015745
850	-5335.57	-5339.06	3.48397	0.00576243	0.0128648	0.0308515	0.025824	0.0346004	0.0343089	1.33213	0.00802382	0.0189441	0.0807437	0.0173612	0.00590558	0.0497395	0.0163768	0.00442532	0.0233183	0.00370865	0.0253664	0.00418314	0.000785935	0.00864811	0.0237343	0.0247011	1.79231	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.0015745
860	-5335.39	-5338.56	3.16651	0.00913499	0.0128648	0.0308515	0.025824	0.0346004	0.0343089	1.33213	0.00802382	0.0189441	0.0807437	0.0173612	0.00755876	0.0609167	0.0163768	0.00442532	0.0233183	0.00370865	0.0409086	0.00418314	0.000785935	0.00864811	0.0237343	0.0247011	1.82406	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.0015745
870	-5334.63	-5337.76	3.12501	0.00683314	0.0128648	0.0308515	0.025824	0.0346004	0.0343089	1.33213	0.0116957	0.0208271	0.0807437	0.0173612	0.00755876	0.057295	0.0163768	0.0068633	0.0233183	0.00370865	0.0409086	0.00626474	0.000785935	0.00864811	0.0237343	0.0247011	1.82821	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.0015745
880	-5333.29	-5335.02	1.73408	0.00735906	0.0128648	0.0308515	0.0166705	0.0346004	0.0455213	1.46174	0.0116957	0.0208271	0.0807437	0.0173612	0.00755876	0.057295	0.0193282	0.0068633	0.0263871	0.00459017	0.0409086	0.00626474	0.000785935	0.00864811	0.0237343	0.0247011	1.9673	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.0015745
890	-5329.54	-5331.56	2.02071	0.00735906	0.0119364	0.0308515	0.0166705	0.0346004	0.0455213	1.46174	0.0116957	0.0208271	0.0543146	0.0173612	0.00981504	0.057295	0.0193282	0.0068633	0.0263871	0.00459017	0.0409086	0.00586298	0.000785935	0.00864811	0.0205745	0.0247011	1.93864	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00118096
900	-5328.8	-5330.89	2.09383	0.00735906	0.0119364	0.0308515	0.0166705	0.0346004	0.0313432	1.46174	0.0116957	0.0268162	0.0543146	0.0147019	0.00981504	0.057295	0.0193282	0.0068633	0.0263871	0.00459017	0.0466227	0.00367688	0.000794123	0.00864811	0.0205745	0.0247011	1.93132	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00118096
910	-5329.26	-5331.39	2.13737	0.00574836	0.0119364	0.0308515	0.0166705	0.0355007	0.030327	1.46174	0.0116957	0.0268162	0.0543146	0.00954052	0.0112991	0.057295	0.0193282	0.0068633	0.0263871	0.00459017	0.0466227	0.00367688	0.00128432	0.00864811	0.0188486	0.0269867	1.92697	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00118096
920	-5329.48	-5331.57	2.09292	0.00574836	0.0119364	0.0308515	0.0166705	0.0355007	0.030327	1.46174	0.0116957	0.0268162	0.0543146	0.00954052	0.0124225	0.057295	0.0151786	0.0068633	0.0263871	0.00459017	0.0540935	0.00367688	0.00128432	0.00864811	0.0188486	0.0269867	1.93142	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00118096
930	-5333.26	-5335.43	2.17252	0.00574836	0.0119364	0.03024	0.0166705	0.0265105	0.030327	1.46174	0.0116957	0.0268162	0.0543146	0.00996198	0.0124225	0.057295	0.0151786	0.0068633	0.0263871	0.00459017	0.0540935	0.00388482	0.00162565	0.00864811	0.0188486	0.0276576	1.92346	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.0345984
940	-5333.58	-5335.69	2.11163	0.00641944	0.0119364	0.03024	0.0166705	0.0265105	0.0318783	1.46174	0.0116957	0.0273089	0.0543146	0.00996198	0.0178461	0.057295	0.0151786	0.0068633	0.0220305	0.00459017	0.0540935	0.004065	0.00162565	0.0107748	0.0188486	0.0276576	1.92954	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.0345984
950	-5328.06	-5330.41	2.35128	0.00641944	0.0119364	0.03024	0.0166705	0.0265105	0.0318783	1.46174	0.00842301	0.033442	0.0331827	0.00996198	0.0178461	0.057295	0.0126843	0.0068633	0.0193271	0.00446698	0.0540935	0.004065	0.00125289	0.0107748	0.0188486	0.0276576	1.90558	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00100473
960	-5316.36	-5318.83	2.47186	0.00503508	0.00972595	0.0316347	0.0166705	0.0265105	0.0317301	1.46174	0.00842301	0.0217715	0.0331827	0.0162145	0.0178461	0.057295	0.00839329	0.0068633	0.0193271	0.00446698	0.0540935	0.004065	0.00125289	0.0107748	0.0188486	0.0276576	1.89352	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00100473
970	-5303.15	-5305.51	2.35399	0.00503508	0.0107377	0.0316347	0.0166705	0.0265105	0.0512065	1.46174	0.00842301	0.0217715	0.0264566	0.0162145	0.0178461	0.057295	0.00675022	0.0068633	0.0193271	0.00446698	0.0540935	0.004065	0.00125289	0.0104423	0.0188486	0.0276576	1.90531	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00100473
980	-5304.81	-5307.33	2.5158	0.00503508	0.0105106	0.0316347	0.0166705	0.0313688	0.0512065	1.46174	0.00842301	0.0217715	0.0264566	0.0162145	0.0117667	0.0425628	0.00675022	0.0068633	0.0193271	0.00446698	0.0540935	0.004065	0.00125289	0.0104423	0.0188486	0.0276576	1.88913	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
990	-5305.36	-5307.78	2.42175	0.00503508	0.0105106	0.0316347	0.0199704	0.0313688	0.0512065	1.46174	0.00842301	0.0279374	0.0264566	0.0162145	0.0117667	0.0425628	0.00675022	0.0068633	0.0242283	0.00446698	0.0540935	0.00507594	0.00125289	0.0119388	0.0126058	0.0264304	1.89853	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1000	-5303.06	-5305.73	2.66969	0.00503508	0.00935427	0.0316347	0.0181139	0.0313688	0.0512065	1.46174	0.00898218	0.0279374	0.0179723	0.0152347	0.0117667	0.0425628	0.00675022	0.0068633	0.0198232	0.00446698	0.0540935	0.00497789	0.00125289	0.0119388	0.0126058	0.0180571	1.87374	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1010	-5302.79	-5305.37	2.58317	0.00503508	0.0106428	0.0316347	0.0181139	0.0313688	0.0512065	1.46174	0.00898218	0.0322129	0.0228581	0.0143651	0.0117667	0.0425628	0.00942898	0.0068633	0.0206946	0.00446698	0.0540935	0.00497789	0.00125289	0.0119388	0.0126058	0.0135791	1.88239	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1020	-5302.74	-5304.28	1.53976	0.00503508	0.00675752	0.0316347	0.0181139	0.0313688	0.0512065	1.56915	0.00898218	0.028274	0.0228581	0.0143651	0.0117667	0.0425628	0.00942898	0.0067596	0.0206946	0.00446698	0.0611714	0.0046654	0.00125289	0.0119388	0.0126058	0.0116724	1.98673	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1030	-5303.75	-5305.28	1.53045	0.00697429	0.00675752	0.0316347	0.0181139	0.0313688	0.0512065	1.56915	0.00898218	0.028274	0.0228581	0.0143651	0.0117667	0.0425628	0.00942898	0.0067596	0.0206946	0.00368204	0.0611714	0.00444222	0.00125289	0.0119388	0.0126058	0.0116724	1.98766	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1040	-5302.77	-5304.35	1.57772	0.00697429	0.00675752	0.0316347	0.0121693	0.0313688	0.0512065	1.56915	0.00898218	0.028274	0.0228581	0.0143651	0.0117667	0.0425628	0.0109323	0.0067596	0.0221544	0.00476077	0.0591784	0.00361078	0.00125289	0.0119388	0.0126058	0.0116724	1.98294	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1050	-5301.52	-5303.13	1.61496	0.00726367	0.00675752	0.0316347	0.0121693	0.0446049	0.0512065	1.56915	0.0116655	0.028274	0.0228581	0.0143651	0.0117667	0.0425628	0.0121173	0.0067596	0.0221544	0.00476077	0.0367704	0.00304096	0.00125289	0.0119388	0.0144655	0.0116724	1.97921	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1060	-5300.09	-5301.39	1.30282	0.00726367	0.00675752	0.0316347	0.0121693	0.0446049	0.0512065	1.56915	0.0104951	0.028274	0.0312159	0.0206472	0.0117667	0.0612684	0.011467	0.0067596	0.0221544	0.00565562	0.0367704	0.00304096	0.00125289	0.0119388	0.0132601	0.0116724	2.01043	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1070	-5300.88	-5302.33	1.44784	0.00978144	0.00705285	0.0316347	0.0121693	0.0446049	0.0512065	1.56915	0.0104951	0.028274	0.0203701	0.0206472	0.00999922	0.0612684	0.011467	0.0067596	0.0221544	0.004868	0.0367704	0.00279964	0.00125289	0.0119388	0.0132601	0.00800006	1.99592	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00375713
1080	-5301.97	-5303.05	1.0845	0.00978144	0.00523778	0.0316347	0.0121693	0.0446049	0.0512065	1.56915	0.00956215	0.0337846	0.0203701	0.0271862	0.00999922	0.0955378	0.011467	0.0067596	0.0149172	0.004868	0.0367704	0.00279964	0.00125289	0.0119388	0.0132601	0.00800006	2.03226	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00844033
1090	-5301.59	-5302.72	1.12118	0.00978144	0.0041879	0.0316347	0.014288	0.0446049	0.0512065	1.56915	0.00956215	0.0337846	0.0203701	0.0271862	0.00999922	0.0955378	0.011467	0.0067596	0.0149172	0.004868	0.0331597	0.00279964	0.00125289	0.0119388	0.0121342	0.00800006	2.02859	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00844033
1100	-5302.6	-5303.61	1.00839	0.0126282	0.00339535	0.0316347	0.014288	0.0446049	0.0512065	1.56915	0.00956215	0.0337846	0.0203701	0.0271862	0.00999922	0.0955378	0.011467	0.0067596	0.0149172	0.004868	0.0423841	0.00279964	0.00125289	0.0119388	0.0121342	0.00800006	2.03987	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00844033
1110	-5302.8	-5303.8	1.0013	0.0133421	0.00339535	0.0316347	0.014288	0.0446049	0.0512065	1.56915	0.00956215	0.0337846	0.0203701	0.0246931	0.00999922	0.0948777	0.011467	0.00637107	0.0149172	0.004868	0.0423841	0.00279964	0.00125289	0.0119388	0.0128538	0.0108178	2.04058	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00844033
1120	-5303.14	-5304.26	1.12681	0.0112727	0.00339535	0.044021	0.0149768	0.0446049	0.0512065	1.56915	0.0141423	0.0337846	0.0203701	0.0321251	0.00999922	0.0660088	0.00807368	0.00564997	0.0149172	0.004868	0.0423841	0.00279964	0.00125289	0.00935239	0.0128538	0.0108178	2.02803	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00844033
1130	-5305.63	-5306.24	0.610527	0.0136068	0.00339535	0.044021	0.0149768	0.0446049	0.0512065	1.56915	0.0141423	0.0337846	0.0203701	0.0354624	0.00999922	0.106044	0.00807368	0.00564997	0.0149172	0.004868	0.0423841	0.00279964	0.00134071	0.00935239	0.0186884	0.0108178	2.07965	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00844033
1140	-5305.37	-5306.07	0.69828	0.0124012	0.0035206	0.044021	0.0149768	0.0446049	0.0512065	1.56915	0.0141423	0.0337846	0.0203701	0.0354624	0.00999922	0.106044	0.00807368	0.00564997	0.00956724	0.004868	0.0377734	0.00279964	0.00134071	0.0137309	0.0203729	0.00702052	2.07088	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00815374
1150	-5305.06	-5305.93	0.873538	0.0132115	0.0035206	0.044021	0.00987559	0.0446049	0.0512065	1.56915	0.0141423	0.0300206	0.0203701	0.0354624	0.00729231	0.106044	0.00807368	0.00564997	0.00956724	0.004868	0.0310094	0.00279964	0.00134071	0.0137309	0.0203729	0.00702052	2.05335	0.518793	0.0770591	0.0422885	0.170776	0.0979451	0.0931379	0.342041	0.197572	0.205857	0.254529	0.079716	3.65864	0.00815374
