Iteration	Posterior	Likelihood	Prior	pi[1]	pi[2]	pi[3]	pi[4]	ucln_sigma	base_rate	death_rate	diversification	birth_rate	ucln_mean	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	n_TMRCA_UrsidaePinn	turnover	root_time	n_TMRCA_Ursidae	tmrca_Ursidae	tmrca_UrsidaePinn	branch_subrates[1]	branch_subrates[2]	branch_subrates[3]	branch_subrates[4]	branch_subrates[5]	branch_subrates[6]	branch_subrates[7]	branch_subrates[8]	branch_subrates[9]	branch_subrates[10]	branch_subrates[11]	branch_subrates[12]	branch_subrates[13]	branch_subrates[14]	branch_subrates[15]	branch_subrates[16]	branch_subrates[17]	branch_subrates[18]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	ucln_var	ucln_mu	mean_rt	s_gam
340	-2870.49	-2775.84	-94.6439	0.181578	0.336011	0.298626	0.183785	1.02215	0.000108319	0.094625	0.11851	0.213135	2.14613	0.0640247	0.388484	0.0545868	0.0805286	0.33526	0.0771156	-36.5541	0.443967	47.9029	-20.9162	20.9162	36.5541	0.00198846	0.000158897	4.47132e-05	0.000133797	9.73616e-05	0.000992101	0.000685511	1.90303e-05	6.61237e-05	0.000609249	0.000356083	0.000123846	5.41568e-05	0.000108805	0.000281109	0.000145794	0.00100438	0.000153065	18.3575	1.46694	0.412794	1.23522	0.898845	9.1591	6.32866	0.175688	0.610455	5.62461	3.28737	1.14335	0.499977	1.00449	2.5952	1.34598	9.27243	1.4131	1.04479	0.241273	3.60176	0.0920045
350	-2880.87	-2779.74	-101.122	0.170007	0.324812	0.312721	0.19246	1.06268	8.78798e-05	0.0369589	0.144895	0.181854	2.52958	0.0710518	0.37345	0.12786	0.0442902	0.338219	0.0451287	-46.762	0.203234	48.701	-22.792	22.792	46.762	0.00193298	0.000109405	2.32485e-05	0.000211586	6.55568e-05	0.000310904	0.000998149	7.75418e-05	0.000101251	0.000624444	0.000924712	0.000166596	4.63673e-05	6.53178e-05	8.29763e-05	6.06116e-05	0.000900353	0.000185687	21.9958	1.24494	0.26455	2.40767	0.745983	3.53783	11.3581	0.882363	1.15216	7.10567	10.5225	1.89573	0.527622	0.743263	0.944203	0.689711	10.2453	2.11297	1.1293	0.363406	4.35424	0.120793
360	-2873.54	-2779.02	-94.5148	0.160844	0.308623	0.35416	0.176373	0.893966	0.000116872	0.0580541	0.083589	0.141643	2.50244	0.0662808	0.324578	0.102396	0.0576431	0.407004	0.0420984	-41.72	0.409862	49.1364	-23.4184	23.4184	41.72	0.00180868	0.000184744	0.000118328	0.000361422	0.000194671	0.000381995	0.000618123	8.95444e-05	0.00016503	0.000986378	0.000448747	6.22734e-05	2.67099e-05	0.000320376	0.000219346	0.000220599	0.000981064	9.92345e-05	15.4758	1.58074	1.01246	3.09247	1.66568	3.26849	5.2889	0.766177	1.41206	8.43984	3.83966	0.532836	0.22854	2.74126	1.87681	1.88753	8.39437	0.849089	0.799176	0.51768	3.46404	0.131678
370	-2877.94	-2779.21	-98.7317	0.185447	0.32777	0.309563	0.17722	1.01233	0.000133857	0.34742	0.0467169	0.394137	2.82842	0.0738399	0.301486	0.101182	0.0660753	0.373202	0.084215	-40.8002	0.88147	48.7722	-19.7583	19.7583	40.8002	0.00192346	0.000246443	9.89098e-05	0.000305094	8.73469e-05	0.000954587	0.00217909	0.000926743	0.00044575	0.000522909	0.00084054	8.37235e-05	4.21947e-05	0.000166966	0.000157695	6.48272e-05	0.000777706	6.12697e-05	14.3695	1.84109	0.73892	2.27925	0.652538	7.13139	16.2793	6.92337	3.33004	3.90647	6.27938	0.625469	0.315222	1.24734	1.17809	0.484302	5.80997	0.457725	1.02482	0.527312	4.10274	0.123539
380	-2884.57	-2777.71	-106.853	0.188573	0.316438	0.314781	0.180207	1.00453	0.000110112	0.831478	0.030795	0.862273	2.66192	0.037217	0.386247	0.0824887	0.0846521	0.36241	0.0469852	-46.4186	0.964286	47.9153	-17.2216	17.2216	46.4186	0.00221015	0.000241971	0.000107399	0.00014161	0.000442538	0.000750678	0.00325644	0.000390289	0.000427561	0.000907809	0.000699062	5.33645e-05	8.87204e-05	8.53321e-05	0.000306114	6.63741e-05	0.000582029	0.000757363	20.0717	2.19749	0.975355	1.28605	4.01896	6.81737	29.5737	3.54446	3.88294	8.24438	6.34862	0.484636	0.805726	0.774954	2.78001	0.602784	5.28577	6.87809	1.00909	0.474504	5.80961	0.104344
390	-2884.3	-2777.12	-107.183	0.196662	0.311454	0.339397	0.152487	1.02439	0.000133736	0.720142	0.0237489	0.74389	4.10223	0.066591	0.363976	0.0608361	0.0797709	0.376057	0.0527695	-39.047	0.968075	44.5967	-19.1034	19.1034	39.047	0.00199948	0.000553111	0.000243135	0.000122307	0.000144703	0.000683976	0.00451921	0.00025618	0.000295717	0.000981774	0.00078735	7.1333e-05	0.000421237	0.000363418	0.000559898	2.18283e-05	0.000860446	0.000396856	14.951	4.13585	1.81803	0.91454	1.08201	5.11439	33.7921	1.91557	2.2112	7.34115	5.88736	0.533388	3.14977	2.71744	4.1866	0.163219	6.43393	2.96747	1.04938	0.886842	5.5175	0.0652741
400	-2882.04	-2779.5	-102.533	0.178124	0.318641	0.347229	0.156006	1.07215	0.00014801	0.381628	0.0125854	0.394213	2.82473	0.0788611	0.353216	0.0552582	0.0774127	0.397377	0.0378751	-45.8085	0.968075	45.884	-18.1411	18.1411	45.8085	0.00174307	0.000106668	0.000114657	0.000370692	0.000184375	0.00201674	0.00280112	0.00014143	0.000836334	0.000719166	0.00175667	7.42947e-05	8.40244e-05	0.000203829	0.000284862	2.57216e-05	0.000578503	0.000236739	11.7767	0.72068	0.774658	2.50451	1.2457	13.6257	18.9252	0.955546	5.65053	4.85891	11.8686	0.501958	0.567695	1.37713	1.92461	0.173783	3.90855	1.59949	1.14951	0.463659	4.60889	0.0649742
410	-2881.29	-2788.71	-92.5775	0.1953	0.328508	0.305142	0.17105	1.32507	0.000201212	0.518711	0.0415184	0.560229	3.14179	0.0953425	0.35171	0.0955286	0.0850179	0.341353	0.031048	-41.8875	0.92589	47.9363	-21.0986	21.0986	41.8875	0.00205868	0.0011884	7.44557e-05	0.000480102	0.00026074	0.00114623	0.00266939	0.000189569	0.00013528	0.00054805	0.000665303	9.32521e-05	0.000116311	0.000153258	0.000173453	6.22994e-05	0.00073657	5.18531e-05	10.2314	5.90617	0.370035	2.38605	1.29584	5.69662	13.2665	0.942135	0.672322	2.72374	3.30647	0.463451	0.578051	0.76167	0.862038	0.30962	3.66066	0.257703	1.7558	0.266893	2.9828	0.0579356
420	-2871.32	-2776.52	-94.7943	0.193934	0.323369	0.307795	0.174902	0.948072	0.000192332	0.200918	0.039732	0.24065	2.8918	0.0664015	0.362369	0.0960592	0.0783667	0.376514	0.0202904	-52.1531	0.834897	52.9422	-20.6565	20.6565	52.1531	0.00185368	0.00056869	0.000405234	0.00019237	6.86551e-05	0.0006124	0.00240568	0.000137745	0.000388885	0.000448658	0.000906857	6.87779e-05	0.000110396	0.000142952	0.00024477	5.25402e-05	0.000860832	0.0002847	9.63792	2.95682	2.10695	1.0002	0.356962	3.18408	12.508	0.716185	2.02195	2.33273	4.71506	0.3576	0.573989	0.743259	1.27265	0.273175	4.47576	1.48025	0.898841	0.61246	2.81742	0.0470565
430	-2876.04	-2774.36	-101.682	0.177283	0.335775	0.319604	0.167337	0.698279	0.000138511	0.10207	0.0535004	0.15557	2.31476	0.0663111	0.365846	0.0824659	0.0588387	0.354917	0.0716205	-44.0598	0.656101	54.0607	-20.6896	20.6896	44.0598	0.00196755	0.000187039	0.000407097	0.00032294	0.000167901	0.000628393	0.0018224	0.000177251	0.00035293	0.000647566	0.000289411	8.13429e-05	9.30283e-05	0.000114642	0.000300748	5.73341e-05	0.000732808	0.000969948	14.205	1.35035	2.93909	2.33151	1.21218	4.53677	13.1571	1.27969	2.54802	4.67519	2.08944	0.587266	0.67163	0.827672	2.17129	0.413931	5.2906	7.00266	0.487593	0.595511	3.7383	0.0585426
440	-2872.6	-2776.52	-96.0757	0.174483	0.341751	0.314555	0.169212	1.18479	0.000116872	0.121211	0.0842404	0.205451	2.85106	0.0547571	0.339269	0.034045	0.0816211	0.465757	0.0245511	-34.6323	0.589973	47.5377	-21.9064	21.9064	34.6323	0.00163009	0.000396636	0.000386403	0.000116186	7.37747e-05	0.000366474	0.000850329	8.2183e-05	0.000182112	0.000686631	0.000121436	3.75952e-05	2.93722e-05	4.81429e-05	0.000224442	6.19288e-05	0.00159626	0.000926518	13.9477	3.39377	3.30621	0.994132	0.631245	3.1357	7.27574	0.703189	1.55822	5.87508	1.03905	0.321679	0.25132	0.411929	1.92041	0.529887	13.6582	7.92764	1.40372	0.345831	3.71562	0.0790312
450	-2858.12	-2773.22	-84.9028	0.196471	0.321373	0.323035	0.159122	1.01081	0.000208177	0.071426	0.088209	0.159635	1.3772	0.0383223	0.382462	0.0826497	0.0851268	0.369985	0.041454	-37.2425	0.447433	51.7541	-22.5766	22.5766	37.2425	0.00183014	0.000245764	0.000136851	0.00019638	0.000116371	0.000807325	0.00182164	6.59092e-05	5.16924e-05	0.00064701	0.000127552	3.79651e-05	0.000160552	7.55112e-05	0.000150149	7.54982e-05	0.00137254	0.000445908	8.79126	1.18056	0.657377	0.94333	0.558999	3.87807	8.75044	0.316602	0.24831	3.10798	0.612708	0.182369	0.771227	0.362726	0.721257	0.362663	6.59316	2.14197	1.02174	-0.190818	2.23228	0.0644527
460	-2852.1	-2773.18	-78.9185	0.191278	0.319021	0.32809	0.161612	1.1896	0.000188225	0.02259	0.104314	0.126904	1.21882	0.0380218	0.348561	0.0613538	0.0924606	0.416876	0.0427266	-40.3905	0.178009	47.2948	-21.0037	21.0037	40.3905	0.00190025	9.6333e-05	0.000161195	5.95773e-05	8.83388e-05	0.000603188	0.00108581	7.153e-05	0.000102473	0.000919998	6.88414e-05	5.11399e-05	8.99538e-05	2.56177e-05	2.62571e-05	2.76581e-05	0.000678745	0.000300253	10.0957	0.511799	0.856396	0.316523	0.469327	3.20462	5.76867	0.380025	0.544416	4.88777	0.365741	0.271696	0.477907	0.136102	0.139499	0.146942	3.60604	1.59519	1.41516	-0.509693	1.87635	0.0746579
470	-2855.51	-2775.05	-80.4579	0.191781	0.308749	0.339984	0.159486	1.49472	0.000195737	0.0146823	0.0856427	0.100325	1.0399	0.0614906	0.280417	0.0691268	0.0831297	0.453492	0.052344	-45.2998	0.146347	47.3467	-20.067	20.067	45.2998	0.00213955	0.000109125	2.61593e-05	0.000327562	3.13317e-05	0.00108935	0.001028	6.50515e-05	7.89418e-05	0.000678946	6.59412e-05	7.55572e-05	3.65743e-05	4.07669e-05	2.27443e-05	1.91038e-05	0.000436727	0.000191603	10.9308	0.55751	0.133645	1.67348	0.16007	5.5654	5.25195	0.332342	0.403306	3.46867	0.336887	0.386014	0.186854	0.208274	0.116198	0.0975994	2.23119	0.978882	2.23419	-1.07797	1.83439	0.118049
480	-2843.7	-2771.92	-71.7761	0.189056	0.323565	0.311311	0.176068	1.39315	0.000286008	0.0283329	0.0917444	0.120077	1.10181	0.0560063	0.383681	0.0629615	0.0817246	0.370365	0.0452613	-40.8291	0.235956	49.5772	-27.5833	27.5833	40.8291	0.00204754	0.000356432	4.49701e-05	0.000170189	4.80653e-05	0.000962961	0.000416413	3.18679e-05	3.26443e-05	0.000569754	6.84791e-05	0.000128839	1.65396e-05	1.72374e-05	1.16918e-05	7.88251e-06	0.00165469	0.000113033	7.15903	1.24623	0.157234	0.59505	0.168056	3.3669	1.45595	0.111423	0.114138	1.99209	0.239431	0.450475	0.0578293	0.060269	0.0408791	0.0275605	5.78547	0.395208	1.94088	-0.873483	1.30129	0.112063
490	-2842.34	-2776.26	-66.0818	0.189383	0.331424	0.311849	0.167344	1.40954	0.000432916	0.269622	0.0764764	0.346098	0.768019	0.0763975	0.373852	0.0613487	0.0834216	0.360878	0.0441019	-42.1802	0.779032	46.8245	-24.2893	24.2893	42.1802	0.00240893	0.000161008	0.000207671	0.000369797	2.55346e-05	0.000338319	0.000683675	6.49277e-05	2.74799e-05	0.000804057	0.000204376	3.10234e-05	1.04489e-05	0.00010368	2.22991e-05	7.01256e-05	0.00123502	0.000124808	5.56443	0.371914	0.479702	0.8542	0.0589827	0.781489	1.57923	0.149977	0.0634763	1.8573	0.472092	0.0716615	0.024136	0.239492	0.0515091	0.161984	2.85279	0.288297	1.98681	-1.25735	0.884592	0.0758152
500	-2849.61	-2776.75	-72.8576	0.171435	0.341196	0.331609	0.155759	1.37029	0.000269017	0.0895543	0.0764234	0.165978	1.18762	0.0633592	0.310049	0.0645739	0.0879098	0.429138	0.0449695	-42.2155	0.539556	49.4678	-23.1928	23.1928	42.2155	0.00248983	0.00021158	0.000498991	3.03803e-05	4.57694e-05	0.000411522	0.00142588	1.55167e-05	3.91767e-05	0.000630013	5.25101e-05	6.66174e-05	3.35412e-05	9.61883e-05	1.94658e-05	3.74981e-05	0.000748426	9.94207e-05	9.25532	0.786495	1.85487	0.112931	0.170136	1.52973	5.30035	0.0576794	0.14563	2.34191	0.195193	0.247633	0.124681	0.357555	0.072359	0.139389	2.78208	0.369571	1.8777	-0.766899	1.43575	0.0828447
510	-2855.82	-2775.79	-80.0275	0.178237	0.354734	0.30509	0.161939	1.6237	0.000208065	0.199233	0.104683	0.303916	1.34802	0.0324365	0.391788	0.0549604	0.0799355	0.400178	0.0407014	-41.6907	0.655554	45.9674	-20.862	20.862	41.6907	0.00168327	0.00085215	0.000244383	7.30869e-05	8.26321e-05	0.000715945	0.00079362	3.05241e-05	6.82596e-05	0.000580972	5.19136e-05	7.98312e-06	4.09645e-05	1.7142e-05	0.000139955	2.04894e-05	0.000995747	1.05616e-05	8.09011	4.09559	1.17455	0.351269	0.397145	3.44096	3.81428	0.146704	0.328068	2.79226	0.249506	0.0383683	0.196883	0.0823876	0.672649	0.0984756	4.78574	0.0507611	2.6364	-1.01956	1.71143	0.0965132
520	-2850.92	-2773.27	-77.6483	0.188836	0.316363	0.323232	0.171569	1.18543	0.000194296	0.0533526	0.0837877	0.13714	1.04475	0.0608454	0.33546	0.0470588	0.0684432	0.453342	0.0348498	-39.3946	0.389036	48.9726	-21.6434	21.6434	39.3946	0.00191318	0.00016855	0.000100952	0.000109696	0.000115624	0.000353619	0.000726849	0.000122739	0.000138964	0.000717699	2.80681e-05	6.13493e-05	5.13336e-05	2.0799e-05	6.32716e-05	9.00357e-05	0.001089	1.8631e-05	9.84675	0.867489	0.51958	0.56458	0.595092	1.82	3.74094	0.631714	0.715218	3.69384	0.14446	0.315752	0.264203	0.107048	0.325645	0.463395	5.60483	0.0958895	1.40525	-0.658852	1.68425	0.0910995
530	-2858.3	-2776.57	-81.7287	0.181531	0.303784	0.336222	0.178464	1.44181	0.000241604	0.0892329	0.103156	0.192389	1.13275	0.061338	0.323941	0.0627717	0.0599848	0.428122	0.0638423	-38.1046	0.463815	47.6547	-20.1029	20.1029	38.1046	0.00204008	0.000149649	0.000144517	0.000242989	0.000393557	0.000698236	0.000847705	2.84093e-05	0.000171778	0.00109499	7.96189e-06	0.000114668	6.22846e-05	4.02998e-05	9.98038e-05	0.000301674	0.00115852	4.19074e-06	8.4439	0.619398	0.598156	1.00573	1.62893	2.89	3.50865	0.117586	0.710987	4.53218	0.0329542	0.47461	0.257796	0.166801	0.413088	1.24863	4.7951	0.0173455	2.0788	-0.91475	1.74788	0.104103
540	-2847.36	-2770.6	-76.7662	0.183149	0.306109	0.330912	0.17983	1.20121	0.000275785	0.00761644	0.0878101	0.0954266	0.973725	0.0769022	0.356886	0.0335907	0.091396	0.376091	0.0651343	-35.3063	0.0798147	47.8726	-20.7452	20.7452	35.3063	0.00208479	0.00014024	0.000139549	0.00028335	0.000158781	0.000395113	0.000954077	3.07086e-05	0.000108885	0.000619339	4.20575e-05	0.000142437	9.45903e-06	0.000118765	2.88222e-05	0.00026072	0.00135174	4.4644e-06	7.55944	0.508511	0.506006	1.02743	0.575742	1.43268	3.45949	0.11135	0.394816	2.24573	0.152501	0.516476	0.0342985	0.430641	0.10451	0.945371	4.90143	0.016188	1.44291	-0.748079	1.38459	0.105687
550	-2857.49	-2772.36	-85.1339	0.192543	0.308805	0.328089	0.170564	2.0961	0.000241201	0.127266	0.0622626	0.189529	1.16646	0.0524885	0.322295	0.110425	0.0825373	0.373146	0.0591084	-38.264	0.671488	46.9817	-18.2855	18.2855	38.264	0.00214193	0.000146051	7.47015e-05	0.000528434	0.000133014	0.000583951	0.00109847	5.59212e-05	9.47691e-06	0.000812324	0.000122159	7.09383e-05	7.67875e-06	0.000110186	1.34947e-05	0.000432826	0.00082857	5.04259e-06	8.8803	0.605515	0.309707	2.19085	0.551467	2.42102	4.55417	0.231845	0.0392906	3.36784	0.506462	0.294105	0.0318356	0.456823	0.0559479	1.79446	3.43519	0.0209062	4.39364	-2.04285	1.65265	0.151182
560	-2868.95	-2780.25	-88.6971	0.195155	0.325003	0.33254	0.147302	2.25146	0.000221063	0.125698	0.0606286	0.186327	2.39582	0.0719936	0.283601	0.0814503	0.0528719	0.452775	0.0573081	-38.9539	0.674612	46.1238	-19.7344	19.7344	38.9539	0.00189409	4.29941e-05	7.96651e-05	0.000376096	0.000121873	0.000841481	0.00204701	5.08021e-05	1.71506e-05	0.000679281	2.88766e-05	8.34068e-05	8.12827e-07	0.000165349	4.76225e-05	0.000777497	0.000853687	1.35049e-05	8.56809	0.194488	0.360373	1.70131	0.551304	3.80652	9.25986	0.229809	0.0775826	3.0728	0.130626	0.377299	0.0036769	0.747972	0.215425	3.51708	3.86174	0.0610907	5.06908	-1.66081	2.04095	0.155062
570	-2847.47	-2771.52	-75.9471	0.187292	0.323089	0.315019	0.1746	1.35512	0.000355813	0.0676579	0.109395	0.177053	0.471573	0.0444329	0.358871	0.0483696	0.0982905	0.399534	0.050502	-43.2156	0.382134	45.3251	-19.0954	19.0954	43.2156	0.00244692	0.000119094	6.54669e-05	0.000154411	6.16249e-05	0.000834251	0.00122224	5.76142e-05	0.000158767	0.000761772	5.34342e-05	0.000115519	2.80415e-06	0.000171035	0.00023219	0.000407993	0.000634083	1.706e-05	6.87699	0.334708	0.183992	0.433967	0.173195	2.34463	3.43506	0.161922	0.446208	2.14093	0.150175	0.324663	0.00788096	0.480687	0.65256	1.14665	1.78207	0.0479466	1.83635	-1.66986	1.17357	0.172479
580	-2846.96	-2779.43	-67.5342	0.177953	0.323966	0.32499	0.173092	1.53968	0.000475301	0.194945	0.0543034	0.249248	0.675908	0.0366628	0.370601	0.163416	0.0765966	0.310319	0.0424039	-43.7478	0.782131	50.6766	-21.2553	21.2553	43.7478	0.00225649	0.000385012	0.000263224	5.63226e-05	4.896e-05	0.000526866	0.000709678	3.30247e-05	0.000142882	0.000390238	0.0005199	0.000132932	2.6525e-06	9.99224e-05	5.75506e-05	5.69222e-05	0.00111515	8.70613e-06	4.74749	0.810036	0.553804	0.118499	0.103008	1.10849	1.49311	0.0694817	0.300614	0.821033	1.09383	0.27968	0.00558066	0.21023	0.121082	0.11976	2.34619	0.0183171	2.37062	-1.57701	0.795569	0.173437
590	-2845.23	-2780.74	-64.4853	0.1772	0.34095	0.331166	0.150685	1.07948	0.000459263	0.0432394	0.0915664	0.134806	0.676803	0.0521825	0.3273	0.126531	0.0655046	0.378569	0.0499128	-47.4406	0.320753	47.8017	-22.649	22.649	47.4406	0.0017161	0.000108862	0.000166451	0.000144393	0.00011289	0.000261606	0.000647468	9.03299e-05	0.000176517	0.000449745	0.000625655	8.30687e-05	1.52818e-05	0.000441951	0.000103352	5.5725e-05	0.00087395	5.12767e-05	3.73665	0.237037	0.362432	0.314402	0.245808	0.569622	1.4098	0.196684	0.384349	0.979277	1.3623	0.180874	0.0332746	0.962305	0.225039	0.121336	1.90294	0.11165	1.16528	-0.973016	0.740877	0.185281
600	-2841.23	-2770.45	-70.7808	0.172931	0.332735	0.323187	0.171147	1.48622	0.000449322	0.0381468	0.0682888	0.106436	1.10716	0.0550163	0.419835	0.0610902	0.0663134	0.339693	0.0580522	-44.5838	0.358403	48.2638	-22.4749	22.4749	44.5838	0.00185587	0.000234571	2.07881e-05	0.000645753	0.000112877	0.000396427	0.00105253	9.36165e-05	0.000158776	0.000646164	0.000499156	1.98684e-05	1.07006e-05	0.000204824	0.000101413	3.16908e-05	0.000825761	3.31942e-05	4.13037	0.522055	0.0462654	1.43717	0.251216	0.882277	2.34249	0.20835	0.353367	1.43809	1.11091	0.0442186	0.023815	0.455852	0.225702	0.0705303	1.83779	0.0738762	2.20885	-1.00263	0.858574	0.21968
610	-2846.13	-2775.13	-71.0014	0.172131	0.33671	0.317967	0.173191	1.65611	0.000615495	0.000635895	0.132501	0.133136	1.78033	0.056032	0.332327	0.0575106	0.0714063	0.446478	0.0362452	-40.2452	0.00477626	47.3547	-21.5713	21.5713	40.2452	0.00174087	0.000160257	3.48164e-05	0.00050542	0.000162901	0.000598658	0.000776462	8.04416e-05	0.000175135	0.00103127	0.000314431	2.75936e-05	1.59937e-05	0.000137414	0.00046513	0.000152871	0.000998551	0.000645261	2.82841	0.260372	0.0565666	0.82116	0.264667	0.972644	1.26152	0.130694	0.284544	1.67551	0.510859	0.0448315	0.0259851	0.223258	0.755701	0.248371	1.62235	1.04836	2.7427	-0.794546	0.724212	0.200488
620	-2838.33	-2769.31	-69.0218	0.168903	0.337668	0.335978	0.157451	1.10555	0.00041509	0.0558492	0.0757816	0.131631	0.992647	0.0616988	0.365937	0.0521597	0.0786279	0.396731	0.0448452	-38.4538	0.424287	49.5546	-20.3728	20.3728	38.4538	0.00181309	0.000116641	9.66906e-05	0.000214387	0.000132486	0.000395077	0.000677262	9.25328e-05	8.0772e-05	0.000617324	0.000218855	0.000186183	1.08788e-05	0.000134457	0.000348254	7.26965e-05	0.000980297	0.000435686	4.36794	0.281002	0.232939	0.516482	0.319174	0.951787	1.6316	0.222922	0.194589	1.4872	0.527246	0.448535	0.0262082	0.323923	0.838983	0.175134	2.36165	1.04962	1.22225	-0.618506	0.886497	0.18588
630	-2856.43	-2782.81	-73.6208	0.175996	0.312191	0.336452	0.175361	0.832015	0.000499568	0.062931	0.0907236	0.153655	1.23033	0.0567212	0.359984	0.0483175	0.11452	0.367507	0.0529504	-36.2742	0.409561	45.1179	-19.224	19.224	36.2742	0.0013156	0.000137104	0.000214048	0.000289159	0.000117022	0.000614814	0.00111964	0.000141853	0.000246528	0.000654119	9.28378e-05	0.00039435	4.15747e-05	0.00141699	0.000559366	0.00016019	0.000816145	0.00154231	2.63348	0.274444	0.428466	0.578817	0.234247	1.23069	2.24122	0.283951	0.493482	1.30937	0.185836	0.789382	0.0832212	2.83644	1.1197	0.320657	1.6337	3.08728	0.692248	-0.138845	1.09802	0.169665
640	-2858.14	-2780.12	-78.0133	0.195332	0.333574	0.304023	0.167072	1.4674	0.000429918	0.0179647	0.103933	0.121898	1.80779	0.0480099	0.35256	0.133592	0.104161	0.316859	0.0448182	-36.5053	0.147375	50.767	-20.2587	20.2587	36.5053	0.00119748	0.00021085	0.000150044	0.000565811	7.202e-05	0.000568349	0.000597396	3.74134e-05	7.38201e-05	0.000717462	3.04073e-05	9.126e-05	0.000118944	0.000683318	0.000375245	6.70537e-05	0.00146741	0.00256064	2.78538	0.490441	0.349006	1.31609	0.16752	1.32199	1.38956	0.0870246	0.171707	1.66884	0.0707281	0.212273	0.276668	1.58942	0.87283	0.155969	3.41324	5.9561	2.15327	-0.484528	1.2386	0.20639
650	-2861.02	-2776.21	-84.8041	0.192957	0.317626	0.324377	0.16504	1.55529	0.000262056	0.0316691	0.119544	0.151213	2.07672	0.0423433	0.331568	0.071499	0.0918671	0.410226	0.0524966	-41.2431	0.209434	52.0566	-23.8983	23.8983	41.2431	0.00159437	5.50095e-05	0.000146589	0.000223948	8.32082e-05	0.000521578	0.00112624	0.000175729	4.3626e-05	0.000950478	9.34242e-06	1.80262e-05	9.55817e-05	0.000479157	4.8008e-05	7.3821e-05	0.000860613	0.00159126	6.0841	0.209915	0.55938	0.854581	0.317521	1.99033	4.29773	0.67058	0.166476	3.62701	0.0356505	0.0687878	0.364738	1.82845	0.183198	0.281699	3.28409	6.07221	2.41893	-0.478673	1.71647	0.265787
660	-2856.72	-2773.73	-82.9899	0.166037	0.338384	0.323336	0.172242	1.2309	0.000264505	0.036501	0.106815	0.143316	0.872085	0.030964	0.391403	0.0624196	0.0853445	0.381099	0.0487693	-37.0683	0.254689	51.8152	-23.3336	23.3336	37.0683	0.00172389	6.90242e-05	0.000116859	0.000139902	0.000118992	0.000570172	0.00186039	0.000126983	0.000100438	0.00059591	5.18036e-05	8.64716e-06	7.97269e-05	4.80614e-05	0.000403518	0.000119124	0.00132606	0.000964362	6.51743	0.260956	0.441803	0.52892	0.449865	2.15562	7.03348	0.480079	0.379721	2.25293	0.195851	0.0326919	0.301419	0.181703	1.52556	0.450367	5.01337	3.64591	1.5151	-0.89442	1.76932	0.248336
670	-2869.31	-2777.05	-92.2548	0.192569	0.319205	0.323118	0.165108	1.04619	0.000214113	0.311881	0.0677623	0.379643	0.881538	0.0503154	0.283435	0.0910125	0.056727	0.437011	0.0814992	-46.0609	0.821511	56.1409	-22.6208	22.6208	46.0609	0.00138818	8.11668e-05	9.10402e-05	0.000146699	7.76507e-05	0.00100281	0.000785853	5.60068e-05	1.32496e-05	0.000506017	2.08458e-05	3.92665e-06	0.000163309	0.000106956	0.000584444	6.62613e-05	0.00119084	0.00138992	6.4834	0.379083	0.425196	0.685144	0.362661	4.68354	3.67026	0.261576	0.0618812	2.36331	0.0973589	0.0183391	0.762721	0.49953	2.7296	0.309468	5.56173	6.49151	1.09452	-0.673347	1.99146	0.277267
680	-2857.81	-2770.92	-86.8843	0.171528	0.331755	0.325117	0.1716	1.36505	0.000220015	0.732975	0.0378162	0.770791	1.74556	0.0676078	0.363648	0.0923038	0.0590958	0.375397	0.041947	-36.0342	0.950938	48.0402	-20.7828	20.7828	36.0342	0.00208552	8.36393e-05	0.000176922	0.000210324	0.000210077	0.000565831	0.0010028	8.39643e-05	5.20114e-05	0.00071865	6.63522e-05	3.17574e-05	8.14756e-05	6.12787e-05	0.00086425	0.000110622	0.00191543	0.000190558	9.47897	0.380153	0.804137	0.955954	0.954829	2.57178	4.55785	0.38163	0.2364	3.26637	0.30158	0.144342	0.370318	0.27852	3.92814	0.502791	8.70589	0.866112	1.86337	-0.374612	2.14921	0.279064
690	-2858.99	-2777.53	-81.467	0.184594	0.314125	0.336007	0.165275	1.0583	0.000158211	0.739514	0.0381535	0.777667	1.16041	0.0423836	0.44827	0.0498385	0.0743968	0.336083	0.0490276	-46.6735	0.950938	47.9248	-22.7255	22.7255	46.6735	0.00186865	4.39304e-05	1.85723e-05	8.95605e-05	8.30646e-05	0.000350658	0.000657791	2.66453e-05	0.000116723	0.000345049	0.000107956	0.000257511	1.60627e-05	3.46257e-05	3.69201e-05	7.72977e-05	0.00101635	4.47947e-05	11.8111	0.27767	0.117389	0.566084	0.525025	2.2164	4.15769	0.168417	0.737766	2.18095	0.682354	1.62764	0.101527	0.218858	0.233361	0.488575	6.42404	0.283133	1.11999	-0.41122	1.82322	0.262185
