# BEAST v1.8.0, r5971
# Generated Tue Nov 11 23:15:48 EST 2014 [seed=1415708148141]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(AleocharaTriboliumMeloeDendroctonus)	tmrca(BombusApis)	tmrca(CarabusGyrinus)	tmrca(ColeopteraStrepsiptera)	tmrca(CopepodaBranchiopoda)	tmrca(Dicondylia)	tmrca(Diplura)	tmrca(Diptera)	tmrca(Ellipura)	tmrca(Embioptera)	tmrca(EmbiopteraPhasmatodea)	tmrca(EpiophlebiaCordulegaster)	tmrca(FormicidaeApidae)	tmrca(GlossinaSarcophagaTriarthria)	tmrca(HemipteraSternorrhyncha except Aleyrodidae)	tmrca(Holometabola)	tmrca(Hymenoptera)	tmrca(Isoptera)	tmrca(LiposcelisPediculusMenopon)	tmrca(ManducaBombyxParidesPolyommatusZygaenaYponomeutaNemophora)	tmrca(Mecoptera)	tmrca(Megaloptera)	tmrca(MegalopteraNeuroptera)	tmrca(Neuroptera)	tmrca(Odonata)	tmrca(OstracodaMalacostraca)	tmrca(ParidesPolyommatus)	tmrca(PediculusMenopon)	tmrca(Plecoptera)	tmrca(Pterygota)	tmrca(RanatraVelia)	tmrca(SiphonapteraMecoptera)	tmrca(Strepsiptera)	tmrca(Thysanoptera)	tmrca(ThysanopteraHemiptera)	tmrca(ZorapteraDermaptera)	tmrca(Lepidoptera)	yule.birthRate	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	speciation
1540000	-1717.080867060977	-1713.910232631233	-3.170634429743993	568.9046972171598	210.86369018908204	31.749189180541084	210.57718975471406	251.0371754066077	155.0519281405371	368.3974131255877	151.62636740279456	108.2945365298245	218.31611984231242	104.5303288676455	122.82520557425127	104.95715670369867	99.88567149632308	41.94053910392823	194.42732823418325	349.31992179220356	316.1079083927615	136.05174195303266	107.4478607521203	101.56570027649896	110.42895703219499	123.88121961608742	145.31058951800628	71.8682386248995	232.25013490426682	454.55921539208356	39.430124387979305	65.11335616326654	167.5312713446375	362.07906656227874	117.48155527244352	165.0187991870247	112.6951299208149	119.40783189914207	263.9703690786121	164.4782964636087	124.36016090850501	0.006548036779986575	5.105456896060572E99	4.9258764694541385E99	0.0	NaN	NaN	-3.170634429743993	-859.2736730131932
1541000	-1712.5690229841634	-1709.3983885544194	-3.170634429743993	567.7192304749736	80.81052736157187	31.621313914345244	209.72905426244898	250.02608043194155	273.632084955107	368.0223891786051	108.24480726189611	107.85836184178574	359.9119847281204	104.10931516699704	192.34503734278476	104.53442388125326	97.52115911742968	38.71739233794529	179.2190771787791	347.9129763192759	270.72042595977007	135.503770393201	107.01509619496204	99.48435686049557	109.98418560209893	8.17285635334088	85.97369345871482	9.866253957834195	231.3147079345883	502.8041594664604	44.54247273896307	64.85110103275176	166.85651061933203	361.38483803164763	117.00837830190305	164.3541578711989	112.2412310934889	118.92689652144969	307.1166430179173	163.8158321145471	116.76418066850964	0.00608453148409929	2.8130616414871475E99	9.776410892780028E99	0.0	NaN	NaN	-3.170634429743993	-855.5968764135638
1542000	-1716.0007918798613	-1712.8301574501172	-3.170634429743993	545.8136320956503	80.88023172275047	31.648589364190602	209.90995927848167	245.05214858152397	273.8681105114608	364.3172384403745	62.003589857589134	107.95139672790044	182.0068903624854	104.19911625533776	192.51094750810103	108.99408398454298	95.05561576218112	45.11811730199481	179.62225746260066	323.6563949103012	309.4925154090321	135.62065125094233	107.10740370934516	101.51095251654043	106.07553875464808	86.55135230149709	146.5843032210576	18.464880788634847	298.5380358238201	453.5785293287521	44.58089353275015	65.11677891854227	167.44723033725788	361.6965560725647	117.10930567520909	164.4959240736418	112.33804649077331	119.02947874210383	340.73802426816275	163.95713397584288	116.86489740539746	0.0063718622576542944	4.215718820517876E99	4.66759832827283E99	0.0	NaN	NaN	-3.170634429743993	-858.6617290080619
1543000	-1714.0181977287218	-1710.8475632989778	-3.170634429743993	574.6232023639699	122.43405121341917	31.63411452102758	209.813954565477	248.92814639083625	440.77729434116503	391.55563523297013	25.81747124239264	107.90202392588128	391.1880902176475	104.15145960157143	176.81092478293382	108.94423429761952	95.01214099260801	37.29855538574039	84.92197393259882	332.26612321656205	291.0244146940494	133.9156883269476	107.05841691715514	99.54286286560014	106.02702389765909	36.46208496830168	54.29304805935428	18.456435664892872	298.40149604958185	441.26783552481646	44.56050395283781	65.08699701732449	167.370646437441	366.1739009679267	117.0557443991259	164.4206899873916	112.286667404474	118.97503925297707	242.6777508890385	163.88214631138652	116.18664262053753	0.00602210942316928	4.002997772387601E99	4.215665733733567E99	0.0	NaN	NaN	-3.170634429743993	-856.4691577123682
1544000	-1719.5614351655277	-1716.3908007357836	-3.170634429743993	579.8252404922663	123.08945495494247	35.96444693289129	209.9960017512321	228.5676279993403	205.08116663440452	471.94923223788714	31.940451229910316	108.47963603213825	242.2321199352885	110.92716561585581	211.8748098770832	109.52742547742935	95.52075205366116	37.49821889855363	85.37657115372606	334.58922197883606	233.3672373144647	134.63255460972013	106.48687142009253	100.07572740873556	106.59459891029977	25.109591199521002	147.01728675109464	70.53108500249041	272.9872794825029	443.62999366261045	44.799041522455134	65.43541529595606	168.26660100897647	390.94793093259045	116.19352471435735	164.172271354335	112.88775101814771	119.61192650045005	332.68394248844675	164.75942653528534	116.80860325594762	0.005394848736746529	2.748548716224906E99	7.782524232869794E97	0.0	NaN	NaN	-3.170634429743993	-860.7204600905275
1545000	-1719.6579027303874	-1716.4872683006433	-3.170634429743993	569.2724553785301	148.88635393764937	32.49539370277962	209.47745078919124	236.36021662135664	298.57225256708494	413.63540312844094	31.309061768697948	106.33524244001809	334.01153188430425	108.73438997759483	132.01245583866623	107.36231949121795	91.4732662397103	36.75696511799933	170.8631145827792	327.975160484462	231.60822429755993	132.3940216947079	104.38187021368621	101.85917353693026	102.96531394006124	78.56903128369368	134.4268002997437	32.706186528886654	281.9292897167395	434.8604462113214	43.91346722401799	64.14190722023945	164.940356248489	399.15830126991943	113.89664523580245	166.56948870045846	110.65621910334248	117.24747305913576	334.1906036739913	170.13512683779328	118.75684782364709	0.005311608820161885	3.9918314644043106E99	9.538180058238621E99	0.0	NaN	NaN	-3.170634429743993	-858.4259765146588
1546000	-1711.3252414695476	-1708.1546070398035	-3.170634429743993	576.7225201211444	118.0259192794557	32.86318250052994	211.8483548159662	226.55241499916417	372.54765181229556	413.96870377592046	261.0201838244634	109.25952988161148	404.483615630485	109.96506565211519	141.4659503274764	108.57746582151097	92.50857736485968	37.17298715894917	82.17237619326772	323.51283150681763	241.27561767431277	135.9971548379494	103.45907080664672	103.01203425674923	104.1306941588816	109.00158664664971	138.18963472966388	135.91181643320843	285.12021688210723	496.4518744129603	37.27879731155265	55.279616826638396	164.47602978310474	388.0346896534239	115.18574825767125	168.4547525797444	112.68363736474056	118.57450136198082	262.94320403816147	172.06074726040157	120.1009595056034	0.0061154680859067875	1.427953703779692E99	9.645949736364517E99	0.0	NaN	NaN	-3.170634429743993	-853.6416993425063
1547000	-1709.8805940412803	-1706.7099596115363	-3.170634429743993	577.4411611085247	118.3293153797293	32.94766022774537	212.39292981350007	260.1692782337985	296.40315671181486	409.67339836120715	148.27141748036587	109.54039119992342	327.46713286932294	110.24774061274131	174.12340840964603	108.85657383362347	95.95895807746977	37.26854362153296	88.20280295503244	324.344449951875	257.11204121695414	136.346747594168	111.58159418664788	105.01530101167842	104.3983713497856	183.35052020090268	184.50449492990407	13.291187413261197	273.4814719285459	508.38891656422555	38.929226277252525	49.011280097467434	164.89883001486166	406.472213622266	115.481843446269	168.8877804715606	112.97330065522641	118.87930764118406	276.22739314351674	164.3768506791718	122.84225333517959	0.005697457440623086	7.1208517919849E99	2.370782903014315E99	0.0	NaN	NaN	-3.170634429743993	-853.5931108033036
1548000	-1717.091741058972	-1713.921106629228	-3.170634429743993	570.4153093841993	159.9181260932566	32.92169755171999	212.22556470202596	258.91178662897397	249.2691052136808	418.7008108083081	118.75437008467236	110.50013142799246	196.824068767259	110.16086566161356	201.6833844248677	108.77079511852989	95.81152009123565	37.239176099915476	88.1332993610952	324.99012762374605	265.0775942525005	136.2393066890952	111.4936681621521	104.93254921021429	104.31610568739272	114.15711454740041	193.60653997896736	98.98030054271297	275.2945379196165	507.98830733600073	38.89855014174645	48.97265932810283	164.7688901383713	414.7945933460208	115.39084403485452	168.7514577125625	108.55876855576855	118.78563103625747	264.0069732344566	164.2473221211269	122.74545393869671	0.005929702399482986	6.917163922828866E99	5.743458541640984E99	0.0	NaN	NaN	-3.170634429743993	-861.6502460541568
1549000	-1724.1566569182814	-1720.9860224885374	-3.170634429743993	566.366994513482	193.77649775912064	31.723084400648332	213.4925098016077	250.0499899231416	319.2298640872065	426.53073304087917	449.2594534041943	111.15979559339308	282.1194217627112	103.02212029379444	183.62712113012273	109.42013548450568	96.38349612076587	44.59174943198907	116.6516667303282	328.1058930001019	312.73717065635003	137.05262869496434	113.51888429724674	105.55897599906586	106.49062696457233	49.215308112118045	168.72198575854094	164.31872318794782	336.434843980004	534.5278481388327	39.13076687563576	49.265016522846736	165.7525281756522	417.27083591420813	116.07970479765578	169.75887089907653	109.2068431646474	119.49475801327085	358.61197338067456	165.22784649938907	122.16629966399476	0.005253508577440957	2.5879806181145893E99	3.906367008874283E99	0.0	NaN	NaN	-3.170634429743993	-867.8454466831919
1550000	-1721.6845066511887	-1718.5138722214447	-3.170634429743993	564.4271844069775	128.7715536326841	31.626224225816305	212.84065257475217	265.0299345256705	318.25515872575505	437.3234952803299	37.87456318534531	110.06694216348001	173.54667539925813	102.70756259009842	193.8984129290372	109.08604270464484	95.91068233142629	38.302109064979085	115.69632143156123	329.2694327578552	324.1392433535651	136.63416555282706	113.1722767971405	105.23667250734897	106.16547886057684	110.73925445280274	250.78769980233835	143.36131582287473	237.36925435361195	532.8957728913747	39.011288804934416	49.114595521747354	165.2464355569403	416.8079151150812	115.72527833775833	172.84996292443324	108.87340163077292	119.12990436264538	320.03506214714895	164.72335589258287	117.33954415045152	0.00626063057936982	7.370705505315287E99	7.633946981084433E99	0.0	NaN	NaN	-3.170634429743993	-866.2460980616497
1551000	-1726.8209197162573	-1723.6502852865133	-3.170634429743993	562.6197356401478	138.679282240676	33.58702412709792	213.083228497708	277.676102372021	494.90743858659494	437.82191580861985	256.2108258349605	110.19238619759307	158.85567118058995	102.82461908982461	132.87102836804206	114.69612129347823	96.01999238101705	41.90191749563666	180.7208141004542	354.12130844212237	347.52039540460055	136.7898884300845	113.30126000201692	99.65004703614522	106.28647637072875	153.9046118753078	208.14007419675053	78.85163538054637	269.86333122279984	471.6932294338947	37.83608431104896	57.30623115186056	165.4347680307205	419.45804263325294	111.64333680889803	173.7287247595027	108.99748537871506	119.26567751571942	360.2773318330924	164.91109220895225	118.21619573234716	0.004907002309992251	1.8473411754868324E99	1.1915106198846867E99	0.0	NaN	NaN	-3.170634429743993	-869.6930674072145
1552000	-1722.8699356484194	-1719.6993012186754	-3.170634429743993	579.3684967207797	190.99072300636828	33.98871197579314	215.63162169039992	280.929257635067	411.141604141892	416.70944577959403	69.20498440692843	107.88444264396509	133.31236845434648	104.05436185830564	197.6771605053772	116.06784264758568	96.93783381529396	42.40304826064084	182.88216530429278	334.01868600516457	322.505063697693	145.0031451714781	122.55538792229441	98.43008507408273	107.55762161649965	56.605495202294506	151.6700779215747	145.38565064976274	249.97054273215272	478.7372564301239	38.288589280004935	49.31046895998834	167.41330402182777	416.4350078782346	111.94213084802787	175.8064532727861	110.30105324615347	119.08115497827616	381.0387536790333	166.88336523929638	117.97589983610645	0.004958477881249018	1.2556832583263704E99	9.608671595262212E99	0.0	NaN	NaN	-3.170634429743993	-862.0665026051414
1553000	-1717.46902069985	-1714.298386270106	-3.170634429743993	570.3834828196511	198.48463062357362	36.398974037070225	213.55863888015372	285.39117150236615	332.85148696726776	413.0749552150949	184.67795909110313	106.84729144442981	132.0307649212809	118.10536996562472	181.6197408343795	114.95202002034473	96.0059182567766	36.43949621330839	92.1211704165357	323.0479455615492	231.44496299879526	133.30226485022328	121.37719703139278	101.89256044786458	106.52361232336315	146.3552440032886	183.2472501115356	148.99216443195542	299.03570737659686	498.80962190753934	38.469286567770695	48.836420888013066	165.8038698455081	403.3292293582294	109.25681644604302	174.1163312363804	109.24066986852611	117.93636375814306	385.1149740769905	165.2790256496521	122.45861312735177	0.006275206098770824	6.184163908948406E99	2.2705220913625285E99	0.0	NaN	NaN	-3.170634429743993	-855.580328462714
1554000	-1727.0082582791952	-1723.8376238494511	-3.170634429743993	561.7944532066376	247.9207049098437	35.59461583208633	213.0789417408249	284.00298911309324	153.45001182085946	422.13163255968385	237.58761004059724	106.60729019550028	390.5830570932518	117.84008072980188	145.47306290254164	114.69381386463508	103.66992951152604	36.35764552263266	127.44061593614033	320.8450568817101	285.4235535707971	143.60919080364354	121.10455859119186	96.75938092278015	106.28433812508938	56.52921163954231	210.8562055272793	109.71272488297741	298.30109005595256	427.9773567862451	39.60841136157463	48.72672412501682	165.43143985404714	409.4095483105551	109.01140290259582	169.59862356467013	108.99529259365174	117.67145414542831	316.3901161598494	164.90777456746255	122.00700546925034	0.005614252857262239	7.560278103850949E99	9.892979504141656E99	0.0	NaN	NaN	-3.170634429743993	-863.0926942959653
1555000	-1729.211769113856	-1726.041134684112	-3.170634429743993	564.72584329566	226.0524638959228	34.785116574294776	213.98089159499875	275.7895029666149	154.09955613835066	421.71539271974234	305.5153801936909	107.84259401271709	306.42455639611165	118.33889043273048	220.2217811455216	115.17930561639943	96.20697536336618	36.51154516569139	104.70284300982641	344.96078932207024	310.4739236516213	144.21707954030214	122.00000038471208	97.16895733985945	106.73423309119772	65.23119244894642	220.45690431126505	199.11940500809783	397.8702505983455	479.38509740138073	39.77607129342788	48.932981305383265	166.13170080819447	414.0163607706258	109.47284136360936	170.31652394723494	115.94787253320995	118.16955006255552	337.8803562111496	165.60581887915322	122.52345350438762	0.005316210841617596	7.118885670969628E99	7.981374734515188E99	0.0	NaN	NaN	-3.170634429743993	-864.9111226575576
1556000	-1723.2311139127619	-1720.0604794830178	-3.170634429743993	579.4243274002624	147.37163166710934	26.629249997019624	212.02483775244565	285.62071057357576	152.69089283821518	410.7328204633438	224.7578640803317	106.85677738751708	451.44419886330775	103.20373350541895	163.67484180142213	114.12642224137369	95.32752289246002	36.17778382987045	128.50636656352057	312.4598292501586	305.6488361345966	142.89875447634955	104.49890363420714	96.28071114663744	105.75854827554068	184.0382450943116	222.25749620931055	190.2391423760051	318.21687538018125	466.9326997201516	45.244561763722835	48.48567245739914	164.61304860839522	401.05057460119724	108.47212223206284	168.05067711736388	114.88796349220218	117.08933210127081	339.77388200095754	164.09197390003786	119.04760722332749	0.005468015834185228	1.570861150204215E99	1.7380984724619665E99	0.0	NaN	NaN	-3.170634429743993	-864.2613129915186
1557000	-1720.5195907359077	-1717.3489563061637	-3.170634429743993	579.2462859058136	150.63931200703436	30.377059537607224	212.24592863860585	276.4358208776746	193.66987682920697	414.4490149012171	80.4819933670195	106.96820329334618	302.1819117707799	103.3113501655123	132.96629469170207	114.245428637488	95.42692656013955	36.21550855293142	124.77424824426049	310.6436216765538	290.5623965924414	143.04776349148793	110.25923796552152	105.1972487788872	105.86882899267324	104.68824379486944	171.4276295510275	141.19810092514018	228.76139870586758	439.6404034785263	35.65646421436278	48.536231346646794	164.78470040719463	399.91207964201004	108.58523255386375	167.68033507103507	115.00776399259115	117.2114280994029	314.3681235603032	164.26308234330287	117.37643329995771	0.006217704347430182	9.334043225849188E97	4.178508886678653E99	0.0	NaN	NaN	-3.170634429743993	-860.5544687712623
1558000	-1721.0209329844654	-1717.8502985547213	-3.170634429743993	576.4338062214734	207.22868683073267	30.74398224433066	214.80963466586937	256.8742021618795	182.73478067458407	419.455120056265	101.6611849234621	108.26026589858768	442.7956765972935	104.55924185796043	160.5433762054448	115.62539241754213	96.57958276586598	39.324036401120814	251.93353795714438	323.11238883531354	224.6477493884622	144.77562897188608	111.59105278405214	104.62106463911415	107.14761232071527	53.04762788824954	144.37495130913385	85.74816692816327	322.3272938675885	444.95079392726655	36.08715653813837	49.12249761635663	166.7751250638394	389.96512654716696	109.8968271599688	175.50205758764068	116.39693597634185	118.62721801165256	345.71205551059626	166.247206406184	118.79421630027227	0.005550221665540297	4.578063575919592E99	9.349713902132176E99	0.0	NaN	NaN	-3.170634429743993	-861.0046479997998
1559000	-1721.390269063657	-1718.2196346339128	-3.170634429743993	574.9371703041628	183.40355827935804	30.338149470593294	211.97406218963187	248.35443939558513	242.71163753098065	426.7668516445908	138.6992188070209	106.83118739971265	304.7387980130505	103.17901834605944	158.4241398894457	114.09909132400257	95.30469392261936	38.16983969399704	257.5425269810568	346.4366843945406	272.0751591674823	141.14249132610738	112.75582905234435	98.71078747166516	107.7466892625609	28.921665385741886	130.13139127728166	104.45310234415913	318.07244559575594	527.2167484625153	48.13126417055177	51.08886875967807	164.57362718834753	410.96445791111046	110.38372617707576	172.57761663063596	114.86045020145433	117.06129162827737	342.7451233710778	164.05267726660412	117.22608547317404	0.00576659164889399	3.266243733782337E99	8.801354750115636E99	0.0	NaN	NaN	-3.170634429743993	-863.8030293400333
1560000	-1720.7394101158543	-1717.5687756861103	-3.170634429743993	569.222830170211	137.99148080243606	30.68767173708545	209.487806472036	249.83159638356963	452.265503250742	416.9874503084029	140.29715626082344	108.06197699642779	299.95917936372547	104.36773173089217	144.0156465125626	109.32413247926866	96.4026881381025	37.90074002792467	176.53900698295405	351.5782860977231	303.4455946972377	142.76857743641767	114.0548757515762	102.36361197658488	106.13697937099138	122.06831709693478	131.63061979367816	105.65649430149837	230.27727385576415	495.20536284934457	37.78146832203118	51.67745763253306	166.46966067039833	414.9483671381626	107.33594103505996	174.56586313753053	116.18374399442727	118.40994105754048	369.5278572972638	167.71790340872684	118.5766334730216	0.005348977939320612	7.517652907783769E98	6.245314528898979E99	0.0	NaN	NaN	-3.170634429743993	-865.0087239209846
1561000	-1716.2795455847947	-1713.1089111550507	-3.170634429743993	576.1735505050143	171.50659493304173	30.643638291303606	209.18721442819268	259.06808417139507	256.8129805769009	427.5072919027814	140.09584521720677	107.90691990229834	358.2587996323256	104.21797547385451	183.93291743031705	103.4454110638093	96.26436084570568	38.36777248069118	158.7561698358899	370.9026967480304	344.0325745805746	142.56372017426503	113.89121950451421	106.72330443046002	105.98468443748773	49.524442038068855	95.1502080777089	88.25791055529385	221.47195516106746	474.6896155485918	39.02931714338118	51.603306144329565	166.2307949512831	421.0828259764973	105.97896489691287	184.771950115789	116.0170330547463	118.24003576905005	276.68832985742733	167.47724659808105	118.40648899918332	0.005792123216738941	4.90086672374903E99	3.230047883884509E99	0.0	NaN	NaN	-3.170634429743993	-857.7634353206048
1562000	-1712.8255211263088	-1709.6548866965647	-3.170634429743993	572.4642612273447	86.31125837901594	29.446018196258777	208.50756031101022	270.9123519720771	225.07460834681356	425.25894505322094	154.03502732166677	107.55632781384519	186.7539270670329	103.87936885150981	159.3409948489214	103.10931452117244	95.95159570197755	38.24311469696906	140.13959401214638	377.39655829466415	303.73128166661115	142.10052733696787	113.52118428769296	106.37655793615944	105.6403377366957	87.71108843319809	121.3062024021758	93.44817891657357	277.4536285538743	487.8399992458266	38.188747537419445	51.435645804393936	174.28398790967995	422.0257012339628	106.37379974816713	184.17162175930076	115.64009102033715	117.8558711472021	304.42037612776	166.93310913491962	118.02178356692548	0.005460073708046798	3.9892210967913305E98	3.9055954122511554E99	0.0	NaN	NaN	-3.170634429743993	-852.5907483569196
1563000	-1722.942563072538	-1719.771928642794	-3.170634429743993	565.4783035001419	184.30533925635478	29.660643892470777	210.02732709234377	291.4998335003967	226.71512877963104	438.6308414704003	309.1934428964816	108.34028276439895	152.36189095511833	104.63652323867416	167.02562542645535	103.86085614787225	96.65096625499875	38.52186053834041	76.25195398434579	385.0500332297396	308.99677534838537	143.13626753139815	114.34861579473635	100.90308944457078	106.41032744748418	0.4700786031391746	106.38058304142903	100.61820971096313	287.6779162105798	485.4171932513135	46.11211885339593	51.81054916882521	175.55430642929807	434.0674632540848	107.14913550587467	185.51400911636648	116.48296678302387	118.71489725487645	334.1506619459024	172.84252576917578	121.91224994614477	0.006151185219573238	4.636626970539718E99	3.386980918352035E99	0.0	NaN	NaN	-3.170634429743993	-860.9139576772877
1564000	-1721.8811993279066	-1718.7105648981626	-3.170634429743993	563.625150779899	225.47567354286485	29.387667808929113	208.09438061302114	329.06728547682235	173.62728738315403	437.5865358300253	166.19250696998967	107.34319361872704	150.9596573278002	108.68980234928686	126.85620117548217	102.90499255140705	95.76145750615112	38.16733193610855	153.8450589301049	393.855117465515	277.6536336199354	140.29228257289805	113.29623010104677	98.48385077894197	105.43100027777379	0.46575232429954894	58.075000895516425	22.062194387037792	302.3159407269978	480.94974862071433	48.333571445484104	47.193588243574254	173.9386258260152	411.4340600795636	106.1630088569959	172.25943681252576	115.4109379967636	117.62232732186455	360.4722307982524	167.74083677303003	126.68416336169744	0.005988742897604764	5.415875589430325E99	5.859561724632495E99	0.0	NaN	NaN	-3.170634429743993	-861.3560723937107
1565000	-1727.4352117936035	-1724.2645773638594	-3.170634429743993	569.234403161152	165.76947885307663	32.97655451990043	208.32196640744647	328.0725868499003	346.92696521600504	434.2808889787263	165.69759576073974	116.32554509867053	152.4449936133363	107.13950667140809	230.80072752336775	103.01753626551961	99.28806460827714	38.2090742577137	113.70085799257807	390.7964652906856	319.28304748484805	140.44571550312438	107.15321175806329	98.59155923964887	105.54630660120543	9.920390925819952	119.14191186925042	23.16860271898931	260.069871918394	481.4757471137829	48.3864322398142	52.370678043817605	174.12885662524792	433.32039875082205	105.77499586621263	172.4478311394593	115.53715904094553	117.75096688784824	267.84161811805427	167.92428925974343	135.55601054470375	0.006288091727150406	4.3092474127891593E99	7.526908697293564E99	0.0	NaN	NaN	-3.170634429743993	-864.0666121387252
1566000	-1729.2174008306458	-1726.0467664009018	-3.170634429743993	575.79375576876	166.2956686566389	33.08122955938925	208.9832274269059	267.73350353669827	348.0281898379348	435.235909522528	423.8322973479931	116.69478867805702	258.8220684417446	107.47959168801815	158.86657021540108	103.34453721615341	97.16578080236414	38.33035849783477	122.71602919841108	393.5061125866385	262.17533777014785	140.89152195653824	112.39065568618979	98.90451113856382	105.881334440597	26.051396489591657	86.64233345356452	70.81703325705443	334.7069288707406	459.2942615896037	38.63205591063987	52.5369144160555	174.68158098377336	435.01060813431326	106.11074961703413	172.99521954304134	115.90390010474403	118.12473507825742	303.4594823206635	167.76651606132796	134.20099474523943	0.005689856104998306	6.890564101580956E98	2.4992966606027114E99	0.0	NaN	NaN	-3.170634429743993	-867.2396001331849
1567000	-1727.3217775489584	-1724.1511431192143	-3.170634429743993	579.8180527485209	117.8267080822254	33.20004570364292	209.7338216952349	365.023737596098	204.29443375373387	443.64869942540827	14.43650191839933	117.11391532570269	346.685667872426	108.83300589230288	151.60034053047264	103.7157144548851	97.5147661206882	41.534157886028055	134.41560604078137	379.7387650364498	292.1197115634887	141.39755476184416	110.27698329421628	99.25974136486728	106.26162296294711	93.09887650129545	122.42550159924751	69.2283530372108	330.1188893178684	456.6657337726585	45.51043051987095	52.72560853912897	175.30897579953643	432.98805645844396	106.49186211802896	173.6165575414831	116.32018615873382	118.54899759056181	342.2310564311283	168.3690743954278	124.32299304352614	0.0053126485227795355	7.383482561112161E99	4.561176091857691E99	0.0	NaN	NaN	-3.170634429743993	-866.9862430811502
1568000	-1723.0072424340874	-1719.8366080043434	-3.170634429743993	576.317100668662	62.29990284161167	30.206118234121327	208.99348677046544	338.2516826164132	203.57329920794913	438.47230901489337	14.385542819502907	116.70051742453776	465.73659020780485	108.44883859597245	165.736321892614	103.34961057598882	103.0088164593045	41.387547351754776	147.9963560932681	372.62715049224533	268.01286118390095	138.41259279316586	109.88771893298437	99.53158935454128	105.88653233614079	1.4693789309941767	33.350992751237136	23.533565105568044	369.0205988784715	457.065712260662	45.34978422599798	52.53949354291267	174.69015640092482	401.8172317011659	106.11595877496076	173.00371217382954	115.90959002515395	118.13053402324917	350.21713971234664	167.77475200613205	129.57219726752245	0.00639736122590207	1.353447833131105E99	5.887963522908811E99	0.0	NaN	NaN	-3.170634429743993	-861.7574475833469
1569000	-1730.0075936985577	-1726.8369592688136	-3.170634429743993	577.5348682677645	43.06448788820707	35.26237067758385	207.73052868158334	356.69709395434944	202.34309558348178	435.82259893072523	82.10266113256885	115.99529036346713	460.1202533611531	107.79347684259362	190.7606447849686	114.33277610056126	93.4777455144616	41.13744033399735	167.3576934200575	366.4195769080936	235.4355794011485	137.57615857517865	109.22366195379423	98.93011498413344	105.24665472758892	67.92749378595023	135.62465898091895	86.22246510210394	391.2696286607965	502.94837410153906	45.07573321272318	52.221994756796605	173.6344950524115	421.83069404826205	105.47469473096928	171.95824209209184	115.20914257789904	117.41666530038088	332.488232533748	166.76088079210209	128.7891860016596	0.005933255952887738	3.242631364957509E97	3.6145633686221533E99	0.0	NaN	NaN	-3.170634429743993	-867.756183136027
1570000	-1736.5898361380055	-1733.4192017082614	-3.170634429743993	575.1775358006076	215.4022904069117	35.41252523508115	208.61508876683848	342.1288312675642	538.0284395615093	441.06204095516	58.98454364584412	116.48922259665555	443.8259232637737	108.25248403653376	215.88424131063502	110.81871426894273	93.87579332701243	41.50420165389181	165.3420719459102	383.08509861688214	283.45615150658995	138.1619866637639	109.68875917538664	108.75530697318639	105.69481701971574	68.21674327698952	87.82625451437043	48.77137697894731	292.1676046385312	524.7956329139377	44.22083388777662	54.262163569650205	174.3738670875264	438.67235252567104	108.10102533533988	172.69047629113177	115.69972722921473	117.9166500456548	300.6232273971149	167.4709835385154	134.2939334463897	0.006311608181507815	1.2907568424218594E99	3.4256163611840856E99	0.0	NaN	NaN	-3.170634429743993	-872.0700433987163
1571000	-1725.4897567647533	-1722.3191223350093	-3.170634429743993	574.3040186951049	86.10142073903359	35.256800088770675	207.69771235820537	348.94457132796833	259.93482084565113	438.76752920127865	61.66603815396279	104.9844870120875	441.87421673118894	107.77644811977397	189.50390748783593	110.33139345861055	93.46297832571514	41.32168860710551	130.66655993718015	362.5525811265469	222.97269643416732	135.9557289191601	109.2064072968406	108.27705991291572	105.23002834013444	110.32565517585643	133.96338066278523	52.30420299710016	324.52172343103024	522.4878653606186	39.37612325289045	47.729612129146396	173.60706506522874	435.3682162082812	107.62565545208791	171.9310769117218	115.19094236196098	119.74815889054571	316.69690535391965	166.73453666721304	133.7033813099431	0.0055210050499050626	8.42677135409175E99	9.06729433672009E99	0.0	NaN	NaN	-3.170634429743993	-863.8332967477443
1572000	-1723.6090304914053	-1720.4383960616613	-3.170634429743993	555.2665427792014	86.17080927329026	35.28521329798071	207.8650944955185	327.8439588838981	236.59987537467092	434.90198490613574	61.71573438387622	105.55634765665798	382.98572395416033	107.8633044073733	213.65108822940553	110.42030875883297	101.67643409045036	38.48143877954156	187.68988402232307	373.15870349424966	224.83746869224092	136.065294692553	108.42061019707039	108.36431964006644	103.93626733474075	61.5220600874514	86.06919109116514	37.65799446523375	233.49873019716364	522.9089346859919	39.64919855587922	48.43450546041988	173.74697378773382	434.2441080837709	107.7123902169284	172.06963496706717	115.28377393874027	119.84466309633034	360.54514982865385	166.86890686703086	133.81113193211198	0.005788905677186152	2.9716344452224144E99	1.37957090261051E99	0.0	NaN	NaN	-3.170634429743993	-861.6255542726831
